triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
10,relation,Patient,has session,Session,Recruiting patients from multiple centres will significantly reduce the time to assess new therapy and monitoring.,revise,4.4,Patient,isMonitoredBy,Session,Replace relation 'has session' with 'isMonitoredBy' as Session is a monitoring activity for Patient in ICU.,0.85,Replace 'has session' with 'isMonitoredBy' as Session is a monitoring activity for Patient in ICU.,0.95,
11,relation,Session,has timepoint,Timepoint,"provides classes for representing Patients, Sessions, and Timepoints.",accept_direct,,,,,Session has timepoint Timepoint is semantically correct; a Session logically contains multiple Timepoints in ICU monitoring.,0.95,,,
12,relation,Timepoint,has observation,Observation,"preclude the mere observation that the entire set of interventions, [6] Cooper DJ, Rosenfeld JV, Murray L, Arabi YM, Davies AR, D’Urso P, Wolfe R.",revise,4.4,Timepoint,hasReading,Observation,Replace relation 'has observation' with 'hasTimepoint' as Timepoint is associated with Observation in monitoring series.,0.85,"The correct relation between Timepoint and Observation is hasReading, aligning with the Reading hub for physiological observations.",0.95,
13,relation,Observation,measures parameter,Parameter,"preclude the mere observation that the entire set of interventions, [6] Cooper DJ, Rosenfeld JV, Murray L, Arabi YM, Davies AR, D’Urso P, Wolfe R.",accept_direct,,,,,"Observation directly measures Parameter as per the BrainIT ontology, where Observation is linked to a measured Parameter.",0.95,,,
14,relation,Observation,produced by sensor,Sensor,"preclude the mere observation that the entire set of interventions, [6] Cooper DJ, Rosenfeld JV, Murray L, Arabi YM, Davies AR, D’Urso P, Wolfe R.",accept_direct,,,,,"Observation producedBySensor Sensor is semantically correct; a sensor produces an observation, aligning with the BrainIT ontology.",0.95,,,
15,relation,Observation,has quality assessment,Data Quality Assessment,"preclude the mere observation that the entire set of interventions, [6] Cooper DJ, Rosenfeld JV, Murray L, Arabi YM, Davies AR, D’Urso P, Wolfe R.",accept_direct,,,,,Observation has quality assessment Data Quality Assessment is a valid direct relationship; both classes align with domain context for data quality evaluation.,0.95,,,
16,relation,Data Quality Assessment,associated with condition,Condition,Start times and end times will be given for any change in condition.,accept_indirect,,,,,Data Quality Assessment assesses Observation which measures Parameter related to Patient with Condition; indirect path links assessment to condition.,0.85,,,
17,relation,Data Quality Assessment,affected by treatment,Therapy,Recruiting patients from multiple centres will significantly reduce the time to assess new therapy and monitoring.,revise,4.4,Data Quality Assessment,isInfluencedBy,Therapy,Replace relation 'affected by treatment' with 'isInfluencedBy' as Data Quality Assessment can be influenced by Therapy.,0.85,Replace 'affected by treatment' with 'isInfluencedBy' as Data Quality Assessment can be influenced by Therapy.,0.95,
18,relation,Acute Respiratory Distress Syndrome,associated with condition,Outcome,[inferred] cluster completion,revise,4.4,Acute Respiratory Distress Syndrome,affectsOutcome,Outcome,Relation 'associated with condition' should be 'affectsOutcome' as ARDS affects patient outcomes; Outcome must be an Outcome.,0.85,"ARDS affects patient outcomes, so the relation should be affectsOutcome.",0.95,
19,relation,Acute Respiratory Distress Syndrome,affected by treatment,Ventilation,[inferred] cluster completion,revise,4.4,Acute Respiratory Distress Syndrome,isAssociatedWith,Ventilation,"Relation 'affected by treatment' should be revised to 'isAdministeredDuring' as Ventilation is a Baseline Therapy affecting ARDS, a Secondary Insult.",0.75,The relation 'affected by treatment' should be 'isAssociatedWith' as Ventilation is a Baseline Therapy linked to ARDS.,0.9,
20,relation,Jugular Venous Desaturation,associated with condition,Outcome,[inferred] cluster completion,revise,4.2,Jugular Venous Desaturation,affectsOutcome,Mortality,"Replace 'Outcome' with 'Mortality' as Jugular Venous Desaturation affects specific outcomes like mortality, not the abstract superclass 'Outcome'.",0.75,Mortality is a more specific outcome affected by Jugular Venous Desaturation than the abstract superclass Outcome.,0.95,
21,relation,Jugular Venous Desaturation,affected by treatment,Ventilation,[inferred] cluster completion,revise,4.4,Jugular Venous Desaturation,isInfluencedBy,Ventilation,Replace relation 'affected by treatment' with 'isInfluencedBy' as Jugular Venous Desaturation can be influenced by Ventilation settings.,0.85,The relation 'affected by treatment' should be 'isInfluencedBy' as Jugular Venous Desaturation can be influenced by Ventilation settings.,0.95,
22,relation,Sepsis,associated with condition,Outcome,[inferred] cluster completion,revise,4.4,Sepsis,affectsOutcome,Outcome,Sepsis is a Condition and Outcome is an Outcome; revise relation to 'affectsOutcome' as Sepsis can affect patient outcomes.,0.85,"Sepsis is a Condition that can affect patient outcomes, so the relation should be affectsOutcome.",0.95,
23,relation,Ventilation,receives therapy,Acute Respiratory Distress Syndrome,[inferred] cluster completion,revise,4.4,Ventilation,targetsCondition,Acute Respiratory Distress Syndrome,"Role-type mismatch: 'receives therapy' requires object to be a Therapy, not ARDS; revise to 'ARDS isAConditionOf Ventilation' or similar.",0.75,"The relation 'receives therapy' is incorrect as ARDS is a condition, not a therapy; 'targetsCondition' is appropriate.",0.95,
24,relation,Ventilation,receives therapy,Jugular Venous Desaturation,[inferred] cluster completion,revise,4.4,Ventilation,isAssociatedWith,Jugular Venous Desaturation,"Jugular Venous Desaturation is a Secondary Insult, not a Therapy; revise relation to 'isAssociatedWith' or replace object with a valid therapy.",0.85,"Jugular Venous Desaturation is a secondary insult, not a therapy, so relation should be isAssociatedWith.",0.95,
25,relation,Barbiturates,receives therapy,Secondary Insult,[inferred] cluster completion,revise,4.3,Barbiturates,receivesTherapy,Secondary Insult Therapy,"Role-type mismatch: 'receivesTherapy' requires a Therapy object; 'Secondary Insult' is a condition, not a therapy. Replace object with a valid therapy.",0.85,'receivesTherapy' requires a Therapy object; replace 'Secondary Insult' with 'Secondary Insult Therapy' as per preamble.,0.95,
26,relation,Osmotics,receives therapy,Secondary Insult,[inferred] cluster completion,revise,4.9,Osmotics,subClassOf,Secondary Insult Therapy,"Osmotics is a subclass of Secondary Insult Therapy, not a recipient of therapy; revise to Osmotics subClassOf Secondary Insult Therapy.",0.85,"Osmotics→Secondary Insult Therapy is the therapy→therapy-class subclass pattern in the preamble, so relation should be subClassOf.",0.95,
27,relation,Secondary Insult Therapy,targets condition,Secondary Insult,[inferred] cluster completion,accept_direct,,,,,Secondary Insult Therapy targets condition Secondary Insult is a valid direct relationship in neurointensive care context.,0.95,,,
28,relation,Secondary Insult Treatment,targets condition,Secondary Insult,[inferred] cluster completion,revise,4.6,Secondary Insult Therapy,targetsCondition,Secondary Insult,Secondary Insult Treatment should be revised to Secondary Insult Therapy; relation targetsCondition is valid for therapies targeting insults.,0.85,Secondary Insult Treatment should be revised to Secondary Insult Therapy per preamble conventions.,0.95,
29,relation,Steroids,receives therapy,Secondary Insult,[inferred] cluster completion,revise,4.8,Secondary Insult,receivesTherapy,Steroids,"Steroids is a type of Secondary Insult Therapy, not a recipient; revise to 'Secondary Insult receivesTherapy Steroids' to fit therapy role.",0.85,"Steroids is a type of Secondary Insult Therapy, so Secondary Insult receivesTherapy Steroids is correct.",0.95,
30,relation,Observation,has timepoint,Timepoint,[inferred] cluster completion,accept_direct,,,,,Observation has timepoint Timepoint is semantically correct as it directly links a measurement to its temporal context in BrainIT.,0.95,,,
31,relation,Pupil Assessment,has observation,Observation,[inferred] cluster completion,revise,4.4,Pupil Assessment,hasClinicalAssessment,Observation,Replace relation 'has observation' with 'hasClinicalAssessment' as Pupil Assessment is a Clinical Assessment and Observation is a measurement.,0.85,"Pupil Assessment is a Clinical Assessment, so the relation should be hasClinicalAssessment.",0.95,
32,relation,Sensor,has monitoring data,Observation,[inferred] cluster completion,revise,4.4,Observation,isMonitoredBy,Sensor,"Replace relation 'has monitoring data' with 'producedBySensor' as Observation is produced by Sensor; 'has monitoring data' implies hierarchy, not relation.",0.85,"Observation is produced by Sensor, so 'has monitoring data' should be 'isMonitoredBy' to reflect the direct relationship.",0.95,
33,relation,Anti-hypertensives,targets condition,Intracranial Hypertension,[inferred] cluster completion,accept_direct,,,,,Anti-hypertensives target Intracranial Hypertension directly as a clinically valid therapy-condition relationship.,0.85,,,
34,relation,Arterial Pressors,targets condition,Systemic Hypotension,[inferred] cluster completion,accept_direct,,,,,Arterial Pressors targets condition Systemic Hypotension is a direct therapeutic relationship in TBI management.,0.95,,,
35,relation,Arterial Pressors,targets condition,Cerebral Perfusion Pressure (CPP),[inferred] cluster completion,revise,4.3,Arterial Pressors,targetsCondition,Systemic Hypotension,"Replace object 'Cerebral Perfusion Pressure (CPP)' with 'Systemic Hypotension' as Arterial Pressors target systemic hypotension, not CPP directly.",0.85,"Arterial Pressors target Systemic Hypotension directly, not CPP; replace CPP with Systemic Hypotension.",0.95,
36,relation,Cerebral Perfusion Pressure (CPP),monitoring indicates condition,Intracranial Hypertension,[inferred] cluster completion,revise,4.4,Cerebral Perfusion Pressure,isMonitoredBy,Intracranial Hypertension,Relation 'monitoring indicates condition' should be 'isMonitoredBy' as CPP is a parameter monitored to assess Intracranial Hypertension.,0.85,The correct relation is 'isMonitoredBy' as CPP is monitored to assess Intracranial Hypertension.,0.95,
37,relation,Fluids,targets condition,Cerebral Perfusion Pressure (CPP),[inferred] cluster completion,revise,4.4,Fluids,receivesTherapy,Cerebral Perfusion Pressure,Fluids should be relabeled to 'receivesTherapy' as CPP-targeted therapy is a key BrainIT secondary-insult management concept.,0.85,Fluids should be relabeled to 'receivesTherapy' as CPP-targeted therapy is a key BrainIT secondary-insult management concept.,0.95,
38,relation,Intracranial Hypertension,associated with condition,Cerebral Perfusion Pressure (CPP),[inferred] cluster completion,revise,4.4,Intracranial Hypertension,targetsCondition,Cerebral Perfusion Pressure,Relation 'associated with condition' should be relabeled to 'correlatesWith' as Intracranial Hypertension and CPP are clinically correlated in secondary insult management.,0.85,Intracranial Hypertension targetsCondition Cerebral Perfusion Pressure aligns with BrainIT's secondary insult management concept.,0.95,
39,relation,Systemic Hypotension,affected by treatment,Arterial Pressors,[inferred] cluster completion,revise,4.4,Arterial Pressors,targetsCondition,Systemic Hypotension,Relation 'affected by treatment' should be 'targetsCondition'; Arterial Pressors target Systemic Hypotension as per preamble.,0.85,Arterial Pressors target Systemic Hypotension as per preamble; relation should be targetsCondition.,0.95,
40,relation,Vasopressors,targets condition,Systemic Hypotension,[inferred] cluster completion,accept_direct,,,,,Vasopressors targets condition Systemic Hypotension is clinically valid as vasopressors are used to treat systemic hypotension in TBI patients.,0.95,,,
41,relation,Vasopressors,targets condition,Cerebral Perfusion Pressure (CPP),[inferred] cluster completion,revise,4.3,Vasopressors,targetsCondition,Systemic Hypotension,"Vasopressors should target Systemic Hypotension, not CPP directly; revise object to Systemic Hypotension.",0.85,"Vasopressors target Systemic Hypotension, not CPP directly, per Stage-A reasoning.",0.95,
42,relation,CVP,has monitoring data,Parameter,[inferred] cluster completion,revise,4.9,CVP,subClassOf,Monitoring Data,CVP is an Optional Monitoring Parameter and should be subClassOf Monitoring Data; current relation 'has monitoring data' is incorrect for this hierarchy.,0.85,CVP is an Optional Monitoring Parameter and should be subClassOf Monitoring Data per the preamble.,0.95,
43,relation,Derived Parameter,measures parameter,Mean Arterial Pressure (MAP),[inferred] cluster completion,revise,4.4,Derived Parameter,calculatesFrom,Mean Arterial Pressure,"Derived Parameter measuresParameter MAP is incorrect; revise to Derived Parameter calculatesFrom MAP, as MAP is an input for calculating derived parameters like CPP.",0.85,"Derived Parameter calculatesFrom Mean Arterial Pressure, as MAP is an input for calculating derived parameters like CPP.",0.95,
44,relation,Derived Parameter,measures parameter,Pressure Reactivity Index (PRx),[inferred] cluster completion,accept_direct,,,,,"PRx is a Derived Parameter and measures cerebrovascular pressure reactivity, fitting the measuresParameter relation directly.",0.95,,,
45,relation,Mean Arterial Pressure (MAP),has monitoring data,Parameter,[inferred] cluster completion,revise,4.9,Mean Arterial Pressure,subClassOf,Monitoring Data,MAP is a Core Monitoring Parameter and should be subClassOf Monitoring Data; relation should be subClassOf.,0.95,Mean Arterial Pressure is a Core Monitoring Parameter and should be subClassOf Monitoring Data per the preamble.,0.95,
46,relation,NIBP,has monitoring data,Parameter,[inferred] cluster completion,revise,4.9,NIBP,subClassOf,Monitoring Data,NIBP is an Optional Monitoring Parameter; it should be subClassOf Monitoring Data as per the preamble's Core/Optional Monitoring Parameter pattern.,0.85,"NIBP→Monitoring Data follows the Optional Monitoring Parameter→Monitoring Data subclass pattern in the preamble, so relation should be subClassOf.",0.95,
47,relation,Pressure Reactivity Index (PRx),measures parameter,Intracranial Pressure (ICP),[inferred] cluster completion,revise,4.4,Pressure Reactivity Index,correlatesWith,Intracranial Pressure,"PRx measures cerebrovascular pressure reactivity, not directly ICP; revise relation to 'correlatesWith' for PRx and ICP.",0.75,"PRx measures cerebrovascular pressure reactivity, not directly ICP; revise relation to 'correlatesWith' for PRx and ICP.",0.95,
48,relation,Anti-pyretics,receives therapy,Temperature,[inferred] cluster completion,revise,4.3,Anti-pyretics,receivesTherapy,Hypothermia Therapy,"Temperature is a Core Monitoring Parameter, not a Therapy; revise object to a valid therapy like 'Hypothermia Therapy'.",0.75,Temperature is not a therapy; replace with 'Hypothermia Therapy' as a valid therapy class.,0.95,
49,relation,Brain Temperature,measures parameter,Temperature,[inferred] cluster completion,revise,4.9,Brain Temperature,subClassOf,Monitoring Data,Brain Temperature and Temperature are both monitoring parameters; revise to Brain Temperature subClassOf Monitoring Data.,0.85,Brain Temperature is a physiological parameter and should be a subclass of Monitoring Data per the preamble.,0.95,
50,relation,EtCO2,measures parameter,Optional Monitoring Parameter,[inferred] cluster completion,revise,4.9,EtCO2,subClassOf,Optional Monitoring Parameter,EtCO2 is an Optional Monitoring Parameter; relation should be subClassOf per cross-triple consistency rule for monitoring parameters.,0.85,"EtCO2→Optional Monitoring Parameter follows the parameter→Monitoring Data subclass pattern in the preamble, so relation should be subClassOf.",0.95,
51,relation,Microdialysis,measures parameter,Optional Monitoring Parameter,[inferred] cluster completion,revise,4.9,Microdialysis,subClassOf,Optional Monitoring Parameter,Microdialysis is an Optional Monitoring Parameter; relation should be subClassOf as per Core/Optional Monitoring Parameter pattern.,0.85,"Microdialysis→Optional Monitoring Parameter follows the Core/Optional Monitoring Parameter pattern in the preamble, so relation should be subClassOf.",0.95,
52,relation,PbrO2,measures parameter,Optional Monitoring Parameter,[inferred] cluster completion,revise,4.9,PbrO2,subClassOf,Optional Monitoring Parameter,PbrO2 is an Optional Monitoring Parameter; relation should be subClassOf per cross-triple consistency rule.,0.95,"PbrO2→Optional Monitoring Parameter is the parameter→Monitoring Data subclass pattern in the preamble, so relation should be subClassOf.",0.95,
53,relation,Peripheral Temperature,measures parameter,Temperature,[inferred] cluster completion,revise,4.9,Peripheral Temperature,subClassOf,Optional Monitoring Parameter,Peripheral Temperature and Temperature are both parameters; revise to 'Peripheral Temperature subClassOf Optional Monitoring Parameter'.,0.85,"Peripheral Temperature is an Optional Monitoring Parameter per the preamble, so relation should be subClassOf.",0.95,
54,relation,SjO2,measures parameter,Optional Monitoring Parameter,[inferred] cluster completion,revise,4.9,SjO2,subClassOf,Optional Monitoring Parameter,SjO2 is an Optional Monitoring Parameter; the relation should be subClassOf as per the preamble's monitoring parameter classification.,0.95,"SjO2→Optional Monitoring Parameter is the parameter→Monitoring Data subclass pattern in the preamble, so relation should be subClassOf.",0.95,
55,relation,Baseline Therapy,receives therapy,Therapy,[inferred] cluster completion,revise,4.9,Baseline Therapy,subClassOf,Therapy,"Relation 'receives therapy' implies Baseline Therapy should be a subclass of Therapy, not a direct relation.",0.85,"Baseline Therapy is a subclass of Therapy as per the preamble, so relation should be subClassOf.",0.95,
56,relation,Baseline Therapy,targets condition,Condition,[inferred] cluster completion,revise,4.4,Baseline Therapy,isAdministeredDuring,Condition,"Baseline Therapy should have a relation like 'isAdministeredDuring' with Condition, as therapies are administered during conditions, not targeting them.",0.85,"Baseline Therapy should use 'isAdministeredDuring' with Condition, as therapies are administered during conditions, not targeting them.",0.95,
57,relation,Clinical Assessment,has observation,Condition,[inferred] cluster completion,revise,4.4,Clinical Assessment,assesses,Condition,Replace relation 'has observation' with 'assesses'; Clinical Assessment assesses Condition.,0.85,"Clinical Assessment assesses Condition directly, so relation should be 'assesses'.",0.95,
58,relation,Condition,affected by treatment,Therapy,[inferred] cluster completion,revise,4.4,Condition,receivesTherapy,Therapy,Relation 'affected by treatment' should be revised to 'receivesTherapy' as Condition can receive Therapy directly.,0.85,"Condition can directly receive Therapy, so 'affected by treatment' should be revised to 'receivesTherapy'.",0.95,
59,relation,Data Quality Assessment,has quality assessment,Intensive Care Management,[inferred] cluster completion,reject,,,,,"No valid relation between 'Data Quality Assessment' and 'Intensive Care Management'; no intermediate chain or swap makes sense, and no endpoint replacement fits.",0.85,,,
60,relation,Intensive Care Management,has monitoring data,Session,[inferred] cluster completion,revise,4.4,Intensive Care Management,isMonitoredBy,Session,Replace relation 'has monitoring data' with 'isMonitoredBy' as 'Session' is a monitoring process for 'Intensive Care Management'.,0.75,"'Session' is a monitoring process for 'Intensive Care Management', so 'isMonitoredBy' is the correct relation.",0.95,
61,relation,Intensive Care Management,has nursing intervention,Nursing Intervention,[inferred] cluster completion,accept_direct,,,,,Intensive Care Management directly involves Nursing Intervention as part of routine ICU care.,0.85,,,
62,relation,Nursing Intervention,associated with condition,Condition,[inferred] cluster completion,revise,4.4,Nursing Intervention,isAssociatedWith,Condition,Relation 'associated with condition' should be relabeled to 'isAssociatedWith' to match valid BrainIT predicates for Nursing Intervention and Condition.,0.85,Relation 'associated with condition' should be relabeled to 'isAssociatedWith' to match valid BrainIT predicates for Nursing Intervention and Condition.,0.95,
63,relation,Surgical Procedure,has surgical procedure,Therapy,[inferred] cluster completion,revise,4.9,Surgical Procedure,subClassOf,Therapy,Surgical Procedure should be a subclass of Therapy as per BrainIT conventions; revise to subClassOf.,0.85,"Surgical Procedure should be a subclass of Therapy as per BrainIT conventions, so relation should be subClassOf.",0.95,
64,relation,Extra Ventricular Drain Placement,has surgical procedure,ICP Sensor Placement,[inferred] cluster completion,revise,4.8,ICP Sensor Placement,hasSurgicalProcedure,Extra Ventricular Drain Placement,"Swap subject and object; ICP Sensor Placement is a Surgical Procedure, not Extra Ventricular Drain Placement.",0.85,"ICP Sensor Placement is a surgical procedure, so swap subject and object to correct the relation.",0.95,
65,relation,Extra Ventricular Drain Placement,measures parameter,Intracranial Pressure (ICP),[inferred] cluster completion,revise,4.4,Extra Ventricular Drain Placement,isMonitoredBy,Intracranial Pressure,Relation 'measures parameter' is incorrect; revise to 'isMonitoredBy' as EVD Placement monitors ICP.,0.85,"EVD Placement monitors ICP, so the correct relation is isMonitoredBy.",0.95,
66,relation,ICP Sensor Placement,measures parameter,Intracranial Pressure (ICP),[inferred] cluster completion,accept_direct,,,,,ICP Sensor Placement measures parameter Intracranial Pressure is valid as ICP sensors monitor ICP directly.,0.95,,,
67,relation,Intracranial Pressure (ICP),produced by sensor,ICP Sensor Placement,[inferred] cluster completion,revise,4.4,Intracranial Pressure,isMonitoredBy,ICP Sensor Placement,"Relation 'produced by sensor' is incorrect; ICP is monitored by 'ICP Sensor Placement', not produced by it.",0.85,"Intracranial Pressure is monitored by ICP Sensor Placement, not produced by it, so relation should be isMonitoredBy.",0.95,
68,relation,Possible Error,associated with condition,Secondary Insult,[inferred] cluster completion,revise,4.4,Possible Error,isAssociatedWith,Secondary Insult,Replace relation 'associated with condition' with 'isAssociatedWith'; Possible Error can be associated with Secondary Insult in context of data quality and clinical events.,0.75,"The relation 'associated with condition' should be 'isAssociatedWith', aligning with BrainIT's valid relation labels.",0.95,
69,relation,Probable Error,has quality assessment,Sensor,[inferred] cluster completion,revise,4.4,Probable Error,assesses,Data Quality Assessment,"Probable Error should be associated with Data Quality Assessment, not Sensor; revise relation to 'assesses'.",0.85,"Probable Error should be associated with Data Quality Assessment, not Sensor; revise relation to 'assesses'.",0.95,
70,relation,Probable Error,has observation,Monitoring Data,[inferred] cluster completion,revise,4.9,Probable Error,subClassOf,Monitoring Data,Probable Error should be subclass of Data Quality Assessment; revise to Probable Error subClassOf Data Quality Assessment.,0.85,"Probable Error is a data quality assessment related to Monitoring Data, fitting the parameter→Monitoring Data subclass pattern in the preamble.",0.95,
71,relation,Blood Gases,has laboratory value,Laboratory Values,[inferred] cluster completion,revise,4.9,Blood Gases,subClassOf,Laboratory Values,"Blood Gases is an analyte and should be a subclass of Laboratory Values, following the analyte→panel subclass pattern in the preamble.",0.95,"Blood Gases→Laboratory Values follows the analyte→panel subclass pattern in the preamble, so relation should be subClassOf.",0.95,
72,relation,Glucose,has laboratory value,Laboratory Values,[inferred] cluster completion,revise,4.9,Glucose,subClassOf,Biochemistry,Glucose is an analyte and should be subClassOf Biochemistry; relation should be subClassOf as per analyte→panel pattern in preamble.,0.95,"Glucose→Biochemistry is the analyte→panel subclass pattern in the preamble, so relation should be subClassOf.",0.95,
73,relation,Haematocrit,has laboratory value,Haematology,[inferred] cluster completion,revise,4.9,Haematocrit,subClassOf,Haematology,Haematocrit→Haematology is the analyte→panel subclass pattern listed in the preamble; relation should be subClassOf.,0.95,"Haematocrit→Haematology is the analyte→panel subclass pattern in the preamble, so relation should be subClassOf.",0.95,
74,relation,Haematology,has laboratory value,Laboratory Values,[inferred] cluster completion,revise,4.9,Haematology,subClassOf,Laboratory Values,Haematology is a subclass of Laboratory Values per preamble; relation should be subClassOf.,0.85,"Haematology→Laboratory Values is the analyte→panel subclass pattern in the preamble, so relation should be subClassOf.",0.95,
75,relation,Haemoglobin,has laboratory value,Haematology,[inferred] cluster completion,revise,4.9,Haemoglobin,subClassOf,Haematology,Haemoglobin is an analyte and should be subClassOf Haematology as per analyte→panel subclass pattern in preamble.,0.95,"Haemoglobin→Haematology is the analyte→panel subclass pattern in the preamble, so relation should be subClassOf.",0.95,
76,relation,White Blood Cell Count,has laboratory value,Haematology,[inferred] cluster completion,revise,4.9,White Blood Cell Count,subClassOf,Haematology,"White Blood Cell Count is an analyte and should be a subclass of Haematology, following the analyte→panel subclass pattern in the preamble.",0.95,"White Blood Cell Count→Haematology follows the analyte→panel subclass pattern in the preamble, so relation should be subClassOf.",0.95,
77,relation,Cardiac Output,has monitoring data,Monitoring Data,[inferred] cluster completion,revise,4.9,Cardiac Output,subClassOf,Monitoring Data,"Cardiac Output is an Optional Monitoring Parameter, which is a subclass of Monitoring Data; relation should be subClassOf.",0.95,"Cardiac Output is an Optional Monitoring Parameter, subclass of Monitoring Data per preamble, so relation should be subClassOf.",0.95,
78,relation,Core Monitoring Parameter,has monitoring data,Monitoring Data,[inferred] cluster completion,revise,4.9,Core Monitoring Parameter,subClassOf,Monitoring Data,Core Monitoring Parameter→Monitoring Data is a subclass relationship; relation should be subClassOf as per preamble pattern.,0.85,"Core Monitoring Parameter→Monitoring Data is the parameter→Monitoring Data subclass pattern in the preamble, so relation should be subClassOf.",0.95,
79,relation,Heart Rate,has monitoring data,Monitoring Data,[inferred] cluster completion,revise,4.9,Heart Rate,subClassOf,Monitoring Data,Heart Rate→Monitoring Data is a Core/Optional Monitoring Parameter pattern; relation should be subClassOf per cross-triple consistency rule.,0.9,"Heart Rate→Monitoring Data is the Core Monitoring Parameter subclass pattern in the preamble, so relation should be subClassOf.",0.95,
80,relation,Respiration Rate,has monitoring data,Monitoring Data,[inferred] cluster completion,revise,4.9,Respiratory Rate,subClassOf,Monitoring Data,Respiration Rate→Monitoring Data fits the Core/Optional Monitoring Parameter subclass pattern; relation should be subClassOf.,0.9,"Respiratory Rate→Monitoring Data fits the Core Monitoring Parameter→Monitoring Data subclass pattern in the preamble, so relation should be subClassOf.",0.95,
81,relation,SaO2,has monitoring data,Monitoring Data,[inferred] cluster completion,revise,4.9,SaO2,subClassOf,Monitoring Data,SaO2→Monitoring Data matches the Core/Optional Monitoring Parameter pattern; relation should be subClassOf.,0.9,SaO2→Monitoring Data matches the Core Monitoring Parameter to Monitoring Data subclass pattern in the preamble.,0.95,
82,relation,Bedside Intervention,has nursing intervention,Routine Nursing Care,[inferred] cluster completion,revise,4.9,Bedside Intervention,subClassOf,Nursing Intervention,Bedside Intervention is a subclass of Nursing Intervention; relation should be subClassOf per preamble's Nursing Intervention hierarchy.,0.95,"Bedside Intervention→Nursing Intervention is a subclass pattern per preamble, so relation should be subClassOf.",0.95,
83,relation,Bedside Intervention,has session,Physiotherapy,[inferred] cluster completion,revise,4.9,Bedside Intervention,subClassOf,Nursing Intervention,Candidate B: Relabel 'has session' to 'hasNursingIntervention' as Bedside Intervention and Physiotherapy are both Nursing Interventions.,0.75,"Bedside Intervention and Physiotherapy are both Nursing Interventions per the preamble, so Bedside Intervention should be subClassOf Nursing Intervention.",0.95,
