triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
11,relation,Decompressive Craniectomy,assesses,GOSe Outcome,outcome was only evaluated in terms of robust extended Glasgow Outcome Scores,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
12,relation,Decompressive Craniectomy,reduces,Mean Intracranial Pressure,it effectively reduces Mean intracranial pressure (ICP),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
13,relation,Intracranial Pressure (ICP),has monitoring data,Traumatic Brain Injury,The BESTIntracranial pressure (ICP) monitoring is still considered to provide important information to detect and prevent secondary injury after severe Traumatic brain injury (TBI).,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
14,relation,Intracranial Hypertension,isInfluencedBy,Secondary Insult Therapy,"Intracranial pressures above 20 mmHg lasting longer than 37 min in adults, and longer than 8 min in children, are associated with worse outcomes.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
15,relation,Cerebral Perfusion Pressure (CPP),has clinical assessment,Intracranial Hypertension,"When the cerebral perfusion pressure is below 50 mmHg, all intracranial pressure insults, regardless of duration, are associated with worse outcome.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
16,relation,Intracranial Pressure (ICP),has monitoring data,Monitoring Data,The BESTIntracranial pressure (ICP) and mean arterial blood pressure (MAP) monitoring data,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
17,relation,Traumatic Brain Injury,has monitoring data,Monitoring Data,"The present study autoregulation is intact, the transition curve shifts to the right.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
18,relation,Traumatic Brain Injury,is associated with,Secondary Brain Injury,"Cerebrovascular pressure autoregulation is often impaired in severe Traumatic brain injury (TBI), and such impairment is such as the relationship between physiological thresholds and outcome.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
19,relation,Cerebral Perfusion Pressure (CPP),assesses,Traumatic Brain Injury,"One would expect such change in recommendation to be followed, and hence to lead to alterations in Cerebral Perfusion Pressure (CPP) policy across centres.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
20,relation,Cerebral Perfusion Pressure (CPP),has monitoring data,Monitoring Data,Cerebral perfusion pressure (CPP 1/4 Blood Pressure (BP)-ICP) monitoring is a good example.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
21,relation,Vasopressors,receives therapy,Cerebral Perfusion Pressure (CPP),the non-beneficial effect of keeping Cerebral Perfusion Pressure (CPP) above 70 mmHg by administering high doses of vasopressors.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
22,relation,Cerebral Perfusion Pressure (CPP),correlates with,Mean Arterial Pressure (MAP),Cerebral Perfusion Pressure (CPP) strongly correlated with Mean Arterial Pressure (MAP).,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
23,relation,Cerebral Perfusion Pressure (CPP),receives therapy,Intracranial Pressure (ICP),it is influenced by Intracranial Pressure (ICP) variability,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
24,relation,Cerebral Perfusion Pressure (CPP),receives therapy,Mean Arterial Pressure (MAP),Mean Arterial Pressure (MAP) variability including,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
25,relation,Cerebral Perfusion Pressure (CPP),associates with,Acute Respiratory Distress Syndrome,acute respiratory distress syndrome (ARDS) reportedly associated with vasopressors,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
26,relation,Cerebral Perfusion Pressure (CPP),follows,Guideline,the Brain Trauma Foundation (BTF) guidelines issued this year,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
27,relation,Guideline Adherence,affectsOutcome,Traumatic Brain Injury,Guideline adherence and outcomes in severe adult traumatic brain injury,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
28,relation,Traumatic Brain Injury,is a risk factor for,Secondary Insult,Traumatically brain injured (TBI) patients are at risk from secondary insults.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
29,relation,Hypotension,is related to,Poor Outcome,"Arterial hypotension, critically low blood pressure, is one of the most dangerous secondary insults and is related to poor outcome in patients.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
30,relation,Hypotension,affects outcome,Traumatic Brain Injury,there is compelling evidence that even 'minute by minute' hypotension events cumulatively can influence patient outcome.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
31,relation,Traumatic Brain Injury,has monitoring data,Hypotension,both systolic and mean arterial pressure should be monitored and considered in the definition of hypotension,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
32,relation,Hypotension,is a condition of,Sepsis,"for with the medical management of sepsis, it has been shown that duration of hypotension before initiation",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
33,relation,Sepsis,receives therapy,Hypotension,it has been shown that with each hour delay in treatment of hypotension leads to an increase in in-hospital mortality.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
34,relation,Intracranial Pressure (ICP),affects outcome,Hypotension,Impact of Intracranial Pressure (ICP) instability and hypotension on outcome in patients with severe head trauma.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
35,relation,Secondary Insult,worsens,Head Trauma,Measuring the burden of secondary insults in head-injured patients during intensive care.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
36,relation,Decompressive Craniectomy,is associated with,Mean Intracranial Pressure,Decompressive craniectomy (DC) resulted in an absolute reduction in median mean Mean intracranial pressure (ICP) from 19.5 group to 13.9 mmHg.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
37,relation,Decompressive Craniectomy,is associated with,Cerebrovascular Autoregulation,"A control varying effect on Cerebral Perfusion Pressure (CPP) was seen, as well as a trend of reduction in median Pressure Reactivity Index (PRx).",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
38,relation,Decompressive Craniectomy,has monitoring data,Monitoring Data,"patient, injury and management variables including physiological monitoring data and administration of thiopental were analysed",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
39,relation,Decompressive Craniectomy,is associated with,Intracranial Pressure (ICP),uncontrollable intracranial hypertension is a major cause of death in patients with severe traumatic brain injury.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
40,relation,Decompressive Craniectomy,isAdministeredDuring,Barbiturates,"Decompressive craniectomy (DC) was chosen as a next step, with or without first having applied third-tier medical therapy with barbiturates.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
41,relation,Monitoring,has outcome,Outcome,the outcome was captured at six months using the extended Glasgow Outcome Scale (GOSE).,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
42,relation,Patient,has demographic data,Demographic Data,the collection of demographic data from traumatic brain injury (TBI) patients.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
43,relation,Patient,has surgical procedure,Surgical Procedure,the physiological vital functions are extensively monitored.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
44,relation,Patient,has monitoring data,Monitoring Data,"The Brain Monitoring with Information Technology (BrainIT) network provides a more standardised and higher resolution data collection mechanism for research groups, organisations and the device industry to conduct multi-centre trials of new health care technology in patients with traumatic brain injury.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
45,relation,Patient,has clinical assessment,Clinical Assessment,the physiological vital functions are extensively monitored.,accept_direct,,,,,"The Patient class can directly 'has clinical assessment', and 'has clinical assessment' is an explicitly listed valid BrainIT relation.",1.0,,,
46,relation,Patient,has outcome,Outcome,the physiological vital functions are extensively monitored.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
47,relation,Patient,has laboratory value,Laboratory Values,the physiological vital functions are extensively monitored.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
48,relation,Patient,has nursing intervention,Nursing Intervention,"Routine nursing care, physiotherapy, or bedside clinical activities",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
49,relation,Patient,hasMonitoringData,Session,a live clinical environment to test the data collection systems.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
50,relation,Session,has timepoint,Timepoint,minute-by-minute physiological data from bedside monitors.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
51,relation,Timepoint,has monitoring data,Observation,minute-by-minute physiological data from bedside monitors.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
52,relation,Observation,measures parameter,Parameter,the physiological vital functions are extensively monitored.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
53,relation,Observation,produced by sensor,Sensor,the physiological vital functions are extensively monitored.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
54,relation,Observation,has quality assessment,Data Quality Assessment,the physiological vital functions are extensively monitored.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
55,relation,Data Quality Assessment,associated with condition,Condition,the physiological vital functions are extensively monitored.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
56,relation,Data Quality Assessment,isAssociatedWith,Therapy,the physiological vital functions are extensively monitored.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
57,relation,Arterial Hypotension,isAssociatedWith,Barbiturates,administration of hyperosmolar molecules were used at the discretion of the managing teams.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
58,relation,Brain Injury,is associated with,Traumatic Brain Injury,Decompressive craniectomy as a second/third-tier intervention in traumatic brain injury,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
59,relation,CVP,has monitoring data,Monitoring Data,physiological monitoring data,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
60,relation,Clinical Outcome,has outcome,Outcome,demonstrated a decrease in mortality with similar rates of favorable outcome,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
61,relation,Cranial Injuries,is a type of,Injuries,the occurrence of arterial hypotension (systolic pressure less than 90 mmHg) and hypoxia (SaO2 below 90%) at baseline,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
62,relation,NIBP,is a type of,Monitoring Data,Mean arterial blood pressure (MAP) and Mean intracranial pressure (ICP),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
63,relation,Pressure Reactivity Index (PRx),is a type of,Core Monitoring Parameter,Pressure Reactivity Index (PRx) is the moving correlation between mean arterial blood pressure (MAP) and Mean intracranial pressure (ICP).,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
64,relation,Hypotension,is treated with,Noradrenaline,the time and dose of a bolus of Noradrenaline,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
65,relation,Traumatic Brain Injury,isAdministeredDuring,Osmotics,#2 - Hyperosmolar therapy,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
66,relation,Cerebrovascular Autoregulation,receives therapy,Cerebral Perfusion Pressure (CPP),the presence (or not) of cerebral autoregulation,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
67,relation,Intracranial Pressure (ICP),isMonitoredBy,Barbiturates,There is a statistically significant (p < 0.001) non-linear effect of Intracranial Pressure (ICP) on Regression model of partial pressure of brain tissue oxygen (PbtO2).,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
68,relation,Partial Pressure of Brain Tissue Oxygen,is measured at,Measurement Time,Partial pressure of brain tissue oxygen over intracranial pressure stratified by days in Intensive Care Unit (ICU),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
69,relation,Intracranial Pressure (ICP),isMonitoredBy,PbrO2,an overall increase in Regression model of partial pressure of brain tissue oxygen (PbtO2) of 5.2% for a 10 mmHg increase in Intracranial Pressure (ICP),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
70,relation,Partial Pressure of Carbon Dioxide,affectsOutcome,PbrO2,a decrease of 0.16% from a unit increase in Mean Arterial Pressure (MAP) and a Regression model of partial pressure of brain tissue oxygen (PbtO2) decrease of 0.16% from a unit increase in PaCO2,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
71,relation,Intracranial Pressure (ICP),has outcome,Outcome,median extended Glasgow outcome scale of 7.00,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
72,relation,Intracranial Hypertension,receives therapy,Cerebral Perfusion Pressure (CPP),the impact of autoregulation on Regression model of partial pressure of brain tissue oxygen (PbtO2) cannot be directly assessed.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
73,relation,Hypotension,is associated with,Traumatic Brain Injury,guarding against hypotensive conditions in Traumatic Brain Injury (TBI) patients.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
74,relation,Intracranial Hypertension,affectsOutcome,Traumatic Brain Injury,episodes of increased intracranial pressure (ICP) and worse clinical outcomes,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
75,relation,Cerebral Perfusion Pressure (CPP),assesses,Intracranial Hypertension,the ability to tolerate elevated intracranial pressures is reduced.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
76,relation,Cerebral Perfusion Pressure (CPP),is associated with,Intracranial Pressure (ICP),Role of Cerebral Perfusion Pressure (CPP),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
77,relation,Intracranial Pressure (ICP),associated with condition,Mortality,"when Cerebral Perfusion Pressure (CPP) was below 50 mmHg, almost all The BESTIntracranial pressure (ICP) insults were associated with worse outcome",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
78,relation,Mean Arterial Pressure (MAP),triggers intervention,Hypotension,our analysis shows that most events are triggered by a drop in mean arterial pressure.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
79,relation,Hypotension,relates to clinical outcome,Brain Injury,arterial hypotension consistently relate to clinical outcome,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
80,relation,Dsg,has monitoring data,Hypotensive,to scan the BrainIT database for hypotensive events;,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
81,relation,Cerebral Perfusion Pressure (CPP),calculates,Mean Arterial Pressure (MAP),"which uses cerebral perfusion pressure (CPP), which of course uses Java-Based Software BPm in its calculation.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
82,relation,Intracranial Pressure (ICP),affectsOutcome,Outcome,Impact of Intracranial Pressure (ICP) instability and hypotension on outcome in patients with severe head trauma.,accept_direct,,,,,"Intracranial Pressure (ICP) is a core monitoring parameter whose values directly influence patient outcomes, as supported by clinical evidence.",1.0,,,
83,relation,Cerebral Perfusion Pressure (CPP),is measured by,Mean Arterial Pressure (MAP),its role in calculating Cerebral Perfusion Pressure (CPP),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
84,relation,Treatment Data,informs,Clinical Practice,Accurate and comprehensive treatment data,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
85,relation,Clinical Reminders,enhances,Guideline Adherence,clinical reminders (automated interventions),accept_direct,,,,,"Clinical Reminders are automated interventions specifically designed to assist clinicians in adhering to guidelines, thus directly enhancing Guideline Adherence.",1.0,,,
86,relation,Guideline Adherence,has outcome,Outcome,Several studies have been conducted that show dropping mortality rates and improved long-term outcomes since the adoption and spread of use of these guidelines.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
87,relation,Guideline Adherence,isMonitoredBy,Clinical Practice,"This work attempts to leverage those advantages by providing a 'near real-time' ability to monitor clinical guideline adherence, as well as providing measurable quantitative feedback.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
88,relation,Heart Rate,has monitoring data,Monitoring Data,Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
89,relation,Respiration Rate,has monitoring data,Impedance Plethmography,Respiration Rate (sources: impedance plethmography or ventilator),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
90,relation,Respiration Rate,has monitoring data,Ventilator,Respiration Rate (sources: impedance plethmography or ventilator),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
91,relation,Mean Arterial Pressure (MAP),has monitoring data,Monitoring Data,Mean Arterial Pressure,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
92,relation,SaO2,has monitoring data,Monitoring Data,Pulse Oximetry (SaO2),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
93,relation,Temperature,has monitoring data,Monitoring Data,Temperature (sources: rectal=oesophageal= bladder=skin),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
94,relation,EtCO2,has monitoring data,Monitoring Data,End-Tidal CO2 (EtCO2),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
95,relation,Jugular Venous Oxygen Saturation,has monitoring data,Monitoring Data,Jugular Venous Oxygen Saturation (SjO2),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
96,relation,Transcranial Doppler,has monitoring data,Monitoring Data,Transcranial Doppler (TCD),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
97,relation,GCS Assessment,has monitoring data,Monitoring Data,Glasgow Coma Scale (GCS) scores,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
98,relation,Hypotension,targets condition,Vasopressors,arterial pressors may be given to treat systemic hypotension,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
99,relation,Intracranial Pressure (ICP),isARiskFactorFor,Vasopressors,to treat reduced cerebral perfusion pressure (CPP) secondary to raised Intracranial Pressure (ICP),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
100,relation,Cerebral Perfusion Pressure (CPP),receives therapy,Respiratory Distress Syndrome,"aggressive management of Cerebral Perfusion Pressure (CPP) > 70 mmHg, although reducing the incidence of jugular venous desaturations < 50%, increased the incidence of acute respiratory distress syndrome and worsened neurological outcome.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
101,relation,Brain Injury,has monitoring data,Monitoring Data,"collection of admission, monitoring, treatment and outcome data from patients with brain injury.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
102,relation,Brain Injury,has outcome,Outcome Data,"collection of admission, monitoring, treatment and outcome data from patients with brain injury.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
103,relation,Brain Injury,receivesTherapy,Baseline Therapy,"aid health authorities to monitor, maintain and raise intra and trans-national standards in the management of patients with brain injury.",reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
104,relation,Patient,has monitoring data,Observation,pd:Patient as a ssn:FeatureOfInterest,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
105,relation,Timepoint,is associated with,Reading,Each Timepoint is associated with a set of Readings,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
106,relation,Sensor,produced by sensor,Reading,the machines/sensors that produced them,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
107,relation,Sepsis,is associated with,Outcome Data,Improving the standards and resolution for multicentre data collection will also impact upon the assessment of new medical technology of relevance to the medical device industry.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
108,relation,Arterial Pressors,targets condition,Arterial Hypotension,targets condition(Hypotension → Vasopressors),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
109,relation,Clinical Research Form,has clinical assessment,Clinical Assessment,has clinical assessment(Patient → Clinical Assessment),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
110,relation,End-tidal Carbon Dioxide,has monitoring data,Monitoring Data,has monitoring data(EtCO2 → Monitoring Data),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
111,relation,Error,is associated with,Monitoring Data,monitoring indicates condition(Monitoring Data → Condition),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
112,relation,Injuries,affectsOutcome,Outcome Data,has outcome(Brain Injury → Outcome Data),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
113,relation,NIBP,has monitoring data,Monitoring Data,has monitoring data(Mean Arterial Pressure → Monitoring Data),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
114,relation,Provenance,has monitoring data,Monitoring Data,has monitoring data(Patient → Monitoring Data),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
115,relation,Adverse Event,is associated with,Clinical Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
116,relation,Clinical Outcome,is influenced by,Patient Interventions,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
117,relation,Clinical Outcome,hasOutcome,Outcome Data,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
118,relation,Clinical Practice,is influenced by,Clinical Reminders,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
119,relation,Clinical Reminders,triggers intervention,Patient Interventions,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
120,relation,Data Quality Assessment,assesses,Monitoring Data,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
121,relation,Injuries,is a risk factor for,Adverse Event,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
122,relation,Monitoring Data,is monitored by,Core Monitoring Parameter,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
123,relation,Monitoring Data,produced by sensor,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
124,relation,Outcome,is related to,Clinical Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
125,relation,Outcome Data,is associated with,Clinical Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
126,relation,Physiological Data,is monitored by,Core Monitoring Parameter,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
127,relation,Probable Error,is a type of,Error,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
128,relation,Provenance,is associated with,Monitoring Data,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
129,relation,Therapy,is administered during,Patient Interventions,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
130,relation,Treatment Data,is associated with,Therapy,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
131,relation,Acute Respiratory Distress Syndrome,is associated with,Vasopressors,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
132,relation,Adrenaline,is administered during,Hypotension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
133,relation,Adrenaline,is administered during,Hypertension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
134,relation,Hypertension,is influenced by,Noradrenaline,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
135,relation,Hypertension,is influenced by,Adrenaline,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
136,relation,Hypotension,is influenced by,Noradrenaline,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
137,relation,Hypotension,is influenced by,Adrenaline,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
138,relation,Mean Arterial Pressure (MAP),is monitored by,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
139,relation,Noradrenaline,is administered during,Hypotension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
140,relation,Noradrenaline,is administered during,Hypertension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
141,relation,Sepsis,is associated with,Hypotension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
142,relation,Septic Shock,is associated with,Hypotension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
143,relation,Systemic Hypotension,is treated with,Vasopressors,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
144,relation,Vasopressors,is administered during,Systemic Hypotension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
145,relation,Brain Injury,is a condition of,Patient,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
146,relation,Brain Injury,is associated with,Cranial Injuries,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
147,relation,Brain Injury,is influenced by,Guideline Adherence,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
148,relation,Cranial Injuries,is associated with,Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
149,relation,Cranial Injuries,is a condition of,Patient,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
150,relation,Demographic Data,hasDemographicData,Patient,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
