metric,value
relations.per_gold_relation.associated with condition,True
relations.per_gold_relation.affected by treatment,False
hierarchy.n_generated,347
hierarchy.n_gold,76
hierarchy.precision,0.1816
hierarchy.recall,0.8289
hierarchy.matched,63
by_stratum.core.n_generated,221
by_stratum.core.precision,0.18099547511312217
by_stratum.core.recall,0.43010752688172044
by_stratum.core.coverage,0.43010752688172044
by_stage.extraction.n_classes,259
by_stage.extraction.n_relations,245
by_stage.extraction.n_hierarchy,10
by_stage.extraction.coverage,0.4516
by_stage.extraction.precision,0.1622
by_stage.extraction.recall,0.4516
by_stage.extraction.relation_recall,0.5
by_stage.extraction.relation_precision,0.2694
by_stage.extraction.hierarchy_recall,0.0
by_stage.extraction.hierarchy_precision,0.0
by_stage.after_text_grounded.n_classes,443
by_stage.after_text_grounded.n_relations,290
by_stage.after_text_grounded.n_hierarchy,380
by_stage.after_text_grounded.coverage,0.4946
by_stage.after_text_grounded.precision,0.1038
by_stage.after_text_grounded.recall,0.4946
by_stage.after_text_grounded.relation_recall,0.5
by_stage.after_text_grounded.relation_precision,0.2655
by_stage.after_text_grounded.hierarchy_recall,0.0921
by_stage.after_text_grounded.hierarchy_precision,0.0184
by_stage.after_sgc.n_classes,463
by_stage.after_sgc.n_relations,295
by_stage.after_sgc.n_hierarchy,428
by_stage.after_sgc.coverage,0.6129
by_stage.after_sgc.precision,0.1231
by_stage.after_sgc.recall,0.6129
by_stage.after_sgc.relation_recall,0.6111
by_stage.after_sgc.relation_precision,0.278
by_stage.after_sgc.hierarchy_recall,0.7237
by_stage.after_sgc.hierarchy_precision,0.1285
by_stage.after_cleanup.n_classes,425
by_stage.after_cleanup.n_relations,204
by_stage.after_cleanup.n_hierarchy,312
by_stage.after_cleanup.coverage,0.8925
by_stage.after_cleanup.precision,0.1953
by_stage.after_cleanup.recall,0.8925
by_stage.after_cleanup.relation_recall,0.6111
by_stage.after_cleanup.relation_precision,0.3529
by_stage.after_cleanup.hierarchy_recall,0.6711
by_stage.after_cleanup.hierarchy_precision,0.1635
by_stage.after_orphan_rescue.n_classes,427
by_stage.after_orphan_rescue.n_relations,242
by_stage.after_orphan_rescue.n_hierarchy,339
by_stage.after_orphan_rescue.coverage,0.9032
by_stage.after_orphan_rescue.precision,0.1967
by_stage.after_orphan_rescue.recall,0.9032
by_stage.after_orphan_rescue.relation_recall,0.6111
by_stage.after_orphan_rescue.relation_precision,0.3099
by_stage.after_orphan_rescue.hierarchy_recall,0.6842
by_stage.after_orphan_rescue.hierarchy_precision,0.1534
by_stage.after_llm_refinement.n_classes,423
by_stage.after_llm_refinement.n_relations,241
by_stage.after_llm_refinement.n_hierarchy,335
by_stage.after_llm_refinement.coverage,0.9032
by_stage.after_llm_refinement.precision,0.1986
by_stage.after_llm_refinement.recall,0.9032
by_stage.after_llm_refinement.relation_recall,0.6111
by_stage.after_llm_refinement.relation_precision,0.3112
by_stage.after_llm_refinement.hierarchy_recall,0.6842
by_stage.after_llm_refinement.hierarchy_precision,0.1552
by_stage.after_rule_based.n_classes,417
by_stage.after_rule_based.n_relations,241
by_stage.after_rule_based.n_hierarchy,347
by_stage.after_rule_based.coverage,0.9032
by_stage.after_rule_based.precision,0.2014
by_stage.after_rule_based.recall,0.9032
by_stage.after_rule_based.relation_recall,0.6111
by_stage.after_rule_based.relation_precision,0.3112
by_stage.after_rule_based.hierarchy_recall,0.8289
by_stage.after_rule_based.hierarchy_precision,0.1816
