metric,value
by_stage.extraction.coverage,0.3011
by_stage.extraction.precision,1.0
by_stage.extraction.recall,0.3011
by_stage.extraction.relation_recall,0.3333
by_stage.extraction.relation_precision,1.0
by_stage.extraction.hierarchy_recall,0.0921
by_stage.extraction.hierarchy_precision,0.35
by_stage.after_text_grounded.n_classes,32
by_stage.after_text_grounded.n_relations,14
by_stage.after_text_grounded.n_hierarchy,39
by_stage.after_text_grounded.coverage,0.3441
by_stage.after_text_grounded.precision,1.0
by_stage.after_text_grounded.recall,0.3441
by_stage.after_text_grounded.relation_recall,0.5
by_stage.after_text_grounded.relation_precision,0.9286
by_stage.after_text_grounded.hierarchy_recall,0.3026
by_stage.after_text_grounded.hierarchy_precision,0.5897
by_stage.after_sgc.n_classes,95
by_stage.after_sgc.n_relations,14
by_stage.after_sgc.n_hierarchy,90
by_stage.after_sgc.coverage,1.0
by_stage.after_sgc.precision,0.9789
by_stage.after_sgc.recall,1.0
by_stage.after_sgc.relation_recall,0.5
by_stage.after_sgc.relation_precision,0.9286
by_stage.after_sgc.hierarchy_recall,0.9737
by_stage.after_sgc.hierarchy_precision,0.8222
by_stage.after_cleanup.n_classes,93
by_stage.after_cleanup.n_relations,10
by_stage.after_cleanup.n_hierarchy,76
by_stage.after_cleanup.coverage,1.0
by_stage.after_cleanup.precision,1.0
by_stage.after_cleanup.recall,1.0
by_stage.after_cleanup.relation_recall,0.3889
by_stage.after_cleanup.relation_precision,0.9
by_stage.after_cleanup.hierarchy_recall,0.9605
by_stage.after_cleanup.hierarchy_precision,0.9605
by_stage.after_orphan_rescue.n_classes,93
by_stage.after_orphan_rescue.n_relations,13
by_stage.after_orphan_rescue.n_hierarchy,77
by_stage.after_orphan_rescue.coverage,1.0
by_stage.after_orphan_rescue.precision,1.0
by_stage.after_orphan_rescue.recall,1.0
by_stage.after_orphan_rescue.relation_recall,0.5556
by_stage.after_orphan_rescue.relation_precision,0.9231
by_stage.after_orphan_rescue.hierarchy_recall,0.9605
by_stage.after_orphan_rescue.hierarchy_precision,0.9481
by_stage.after_llm_refinement.n_classes,93
by_stage.after_llm_refinement.n_relations,13
by_stage.after_llm_refinement.n_hierarchy,77
by_stage.after_llm_refinement.coverage,1.0
by_stage.after_llm_refinement.precision,1.0
by_stage.after_llm_refinement.recall,1.0
by_stage.after_llm_refinement.relation_recall,0.5556
by_stage.after_llm_refinement.relation_precision,0.9231
by_stage.after_llm_refinement.hierarchy_recall,0.9605
by_stage.after_llm_refinement.hierarchy_precision,0.9481
by_stage.after_rule_based.n_classes,93
by_stage.after_rule_based.n_relations,13
by_stage.after_rule_based.n_hierarchy,80
by_stage.after_rule_based.coverage,1.0
by_stage.after_rule_based.precision,1.0
by_stage.after_rule_based.recall,1.0
by_stage.after_rule_based.relation_recall,0.5556
by_stage.after_rule_based.relation_precision,0.9231
by_stage.after_rule_based.hierarchy_recall,1.0
by_stage.after_rule_based.hierarchy_precision,0.95
