triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
33,relation,Decompressive Craniectomy,is associated with,Mean Intracranial Pressure,Decompressive craniectomy (DC) resulted in an absolute reduction in median mean Mean intracranial pressure (ICP) from 19.5 group to 13.9 mmHg.,accept_direct,,,,,Decompressive Craniectomy is associated with Mean Intracranial Pressure as a direct relationship in neurointensive care management.,0.9,,,
34,relation,Decompressive Craniectomy,is associated with,Cerebrovascular Autoregulation,"A control varying effect on Cerebral Perfusion Pressure (CPP) was seen, as well as a trend of reduction in median Pressure Reactivity Index (PRx).",accept_indirect,,,,,Decompressive Craniectomy is associated with Cerebrovascular Autoregulation indirectly through the relationship of surgical procedures affecting brain function and autoregulation mechanisms.,0.7,,,low_evidence
35,relation,Decompressive Craniectomy,has monitoring data,Monitoring Data,"patient, injury and management variables including physiological monitoring data and administration of thiopental were analysed",accept_direct,,,,,Decompressive Craniectomy hasMonitoringData Monitoring Data is valid as monitoring data is collected during surgical procedures for physiological assessment.,0.9,,,
36,relation,Decompressive Craniectomy,is associated with,Intracranial Pressure (ICP),uncontrollable intracranial hypertension is a major cause of death in patients with severe traumatic brain injury.,accept_direct,,,,,Decompressive Craniectomy is associated with Intracranial Pressure as it directly relates to managing ICP during the procedure.,0.9,,,
37,relation,Decompressive Craniectomy,isAdministeredDuring,Barbiturates,"Decompressive craniectomy (DC) was chosen as a next step, with or without first having applied third-tier medical therapy with barbiturates.",accept_indirect,,,,,Decompressive Craniectomy is associated with Barbiturates via the chain: Barbiturates is a therapy used during surgical procedures like Decompressive Craniectomy.,0.85,,,
38,relation,Patient,hasOutcome,Outcome,the outcome was captured at six months using the extended Glasgow Outcome Scale (GOSE).,accept_direct,,,,,The relationship 'Patient hasOutcome Outcome' is valid as it directly connects a Patient to an Outcome measure in the neurointensive care context.,0.9,,,
39,relation,Patient,has demographic data,Demographic Data,the collection of demographic data from traumatic brain injury (TBI) patients.,accept_direct,,,,,Patient hasDemographicData Demographic Data is a direct relationship as demographic data is collected for patients in neurointensive care.,0.9,,,
40,relation,Patient,has surgical procedure,Surgical Procedure,the physiological vital functions are extensively monitored.,accept_direct,,,,,"The relation 'has surgical procedure' directly connects 'Patient' and 'Surgical Procedure', as patients receive surgical procedures during their ICU stay for TBI.",0.9,,,
41,relation,Patient,has monitoring data,Monitoring Data,"The Brain Monitoring with Information Technology (BrainIT) network provides a more standardised and higher resolution data collection mechanism for research groups, organisations and the device industry to conduct multi-centre trials of new health care technology in patients with traumatic brain injury.",accept_direct,,,,,Patient hasMonitoringData MonitoringData is valid as monitoring data is collected from patients to assess their physiological parameters during treatment.,0.9,,,
42,relation,Patient,has clinical assessment,Clinical Assessment,the physiological vital functions are extensively monitored.,accept_direct,,,,,The relation 'has clinical assessment' directly connects 'Patient' and 'Clinical Assessment' as per the BrainIT ontology.,0.95,,,
43,relation,Patient,has outcome,Outcome,the physiological vital functions are extensively monitored.,accept_direct,,,,,The relationship 'Patient hasOutcome Outcome' is semantically correct as patients receive outcome measures in neurointensive care.,0.95,,,
44,relation,Patient,has laboratory value,Laboratory Values,the physiological vital functions are extensively monitored.,revise,4.4,Patient,hasLaboratoryValue,Laboratory Values,"The relation 'has laboratory value' should be 'hasLaboratoryValue' as it must connect a Patient to an analyte, not a panel.",0.9,The relation 'has laboratory value' should be 'hasLaboratoryValue' to align with the correct ontology naming conventions.,1.0,
45,relation,Patient,has nursing intervention,Nursing Intervention,"Routine nursing care, physiotherapy, or bedside clinical activities",accept_direct,,,,,The relationship 'Patient has nursing intervention Nursing Intervention' is semantically correct as nursing interventions are activities performed for patients in neurointensive care.,0.9,,,
46,relation,Patient,hasTimepoint,Session,a live clinical environment to test the data collection systems.,accept_direct,,,,,Patient hasTimepoint Session is a valid direct relationship as a patient in ICU is monitored through sessions comprising timepoints.,0.9,,,
47,relation,Session,has timepoint,Timepoint,minute-by-minute physiological data from bedside monitors.,accept_direct,,,,,"Session has timepoint is a direct relationship between the classes Session and Timepoint, as timepoints are discrete moments in a continuous monitoring session.",0.9,,,
48,relation,Timepoint,has monitoring data,Observation,minute-by-minute physiological data from bedside monitors.,accept_direct,,,,,"Timepoint hasMonitoringData Observation is valid as Timepoint is associated with sensor readings, which are a type of Observation.",0.9,,,
49,relation,Observation,measures parameter,Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,Observation measuresParameter Parameter is a valid direct relationship as Observation includes physiological readings that measure parameters.,0.95,,,
50,relation,Observation,produced by sensor,Sensor,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Observation is produced by Sensor, as Sensors are used to record physiological parameters, aligning with the definitions provided in the preamble.",0.9,,,
51,relation,Observation,has quality assessment,Data Quality Assessment,the physiological vital functions are extensively monitored.,accept_direct,,,,,Observation has quality assessment Data Quality Assessment is a valid relationship as Data Quality Assessment evaluates the quality of recorded observations.,0.9,,,
52,relation,Data Quality Assessment,associated with condition,Condition,the physiological vital functions are extensively monitored.,accept_indirect,,,,,"DataQualityAssessment is associated with Condition via a chain of concepts: DataQualityAssessment assesses Observation, which measures Parameter, linked to Patient, who has Condition.",0.7,,,low_evidence
53,relation,Data Quality Assessment,isAssociatedWith,Therapy,the physiological vital functions are extensively monitored.,accept_indirect,,,,,"Data Quality Assessment is associated with Therapy via a chain: Data Quality Assessment assesses Monitoring Data, which is related to Therapy through patient interventions.",0.7,,,low_evidence
54,relation,Arterial Hypotension,isAssociatedWith,Barbiturates,administration of hyperosmolar molecules were used at the discretion of the managing teams.,accept_indirect,,,,,"Arterial Hypotension is associated with Barbiturates via the chain: Arterial Hypotension affects Outcome → Barbiturates are used in treatment, making the relationship valid indirectly.",0.7,,,low_evidence
55,relation,Brain Injury,is associated with,Traumatic Brain Injury,Decompressive craniectomy as a second/third-tier intervention in traumatic brain injury,accept_direct,,,,,"Brain Injury is associated with Traumatic Brain Injury as TBI is a subclass of Brain Injury, making the relationship valid.",0.9,,,
56,relation,Patient,hasOutcome,Outcome,demonstrated a decrease in mortality with similar rates of favorable outcome,accept_direct,,,,,The relationship 'Patient hasOutcome Outcome' is semantically correct as outcomes are measures associated with patients in the neurointensive care context.,0.9,,,
57,relation,Cranial Injuries,is a type of,Injuries,the occurrence of arterial hypotension (systolic pressure less than 90 mmHg) and hypoxia (SaO2 below 90%) at baseline,accept_direct,,,,,"Cranial Injuries is a subclass of Injuries as both are valid classes in the neurointensive care context, with Cranial Injuries being a specific type of physical damage.",0.95,,,
58,relation,NIBP,is a type of,Monitoring Data,Mean arterial blood pressure (MAP) and Mean intracranial pressure (ICP),accept_direct,,,,,"NIBP is a subclass of Monitoring Data as it is an optional BrainIT parameter, fitting the hierarchical structure in the preamble.",0.95,,,
59,relation,Pressure Reactivity Index (PRx),is a type of,Core Monitoring Parameter,Pressure Reactivity Index (PRx) is the moving correlation between mean arterial blood pressure (MAP) and Mean intracranial pressure (ICP).,accept_direct,,,,,"Pressure Reactivity Index (PRx) is classified as a Core Monitoring Parameter in the preamble, confirming the direct relationship.",1.0,,,
60,relation,Noradrenaline,targetsCondition,Hypotension,the time and dose of a bolus of Noradrenaline,accept_direct,,,,,Noradrenaline targetsCondition Hypotension is a valid relationship as Noradrenaline is used to treat low blood pressure in clinical practice.,0.9,,,
61,relation,Cerebrovascular Autoregulation,influences,Cerebral Perfusion Pressure (CPP),the presence (or not) of cerebral autoregulation,accept_direct,,,,,Cerebrovascular Autoregulation influences Cerebral Perfusion Pressure is a clinically valid relationship in neurointensive care.,0.95,,,
62,relation,Partial Pressure of Brain Tissue Oxygen,hasTimepoint,Measurement Time,Partial pressure of brain tissue oxygen over intracranial pressure stratified by days in Intensive Care Unit (ICU),accept_direct,,,,,Partial Pressure of Brain Tissue Oxygen hasTimepoint Measurement Time is a valid relationship as time points are directly associated with physiological measurements in the ICU.,0.9,,,
63,relation,PbrO2,isMonitoredBy,Intracranial Pressure (ICP),an overall increase in Regression model of partial pressure of brain tissue oxygen (PbtO2) of 5.2% for a 10 mmHg increase in Intracranial Pressure (ICP),accept_direct,,,,,"PbrO2 isMonitoredBy ICP is a valid relationship as ICP influences cerebral perfusion, which is critical for assessing PbrO2.",0.9,,,
64,relation,Partial Pressure of Carbon Dioxide,affectsOutcome,PbrO2,a decrease of 0.16% from a unit increase in Mean Arterial Pressure (MAP) and a Regression model of partial pressure of brain tissue oxygen (PbtO2) decrease of 0.16% from a unit increase in PaCO2,accept_indirect,,,,,Partial Pressure of Carbon Dioxide indirectly affects PbrO2 through the relationship of carbon dioxide levels influencing oxygen levels in brain tissue; a traceable chain exists.,0.7,,,low_evidence
65,relation,Intracranial Pressure (ICP),has outcome,Outcome,median extended Glasgow outcome scale of 7.00,accept_direct,,,,,Intracranial Pressure (ICP) hasOutcome Outcome is a valid direct relationship as ICP is a critical parameter influencing patient outcomes in neurointensive care.,0.9,,,
66,relation,Intracranial Hypertension,isMonitoredBy,Cerebral Perfusion Pressure (CPP),the impact of autoregulation on Regression model of partial pressure of brain tissue oxygen (PbtO2) cannot be directly assessed.,accept_direct,,,,,Intracranial Hypertension isMonitoredBy Cerebral Perfusion Pressure is valid as CPP is a core monitoring parameter for conditions like intracranial hypertension.,0.95,,,
67,relation,Hypotension,is associated with,Traumatic Brain Injury,guarding against hypotensive conditions in Traumatic Brain Injury (TBI) patients.,accept_direct,,,,,Hypotension is associated with Traumatic Brain Injury as both are valid classes in the BrainIT ontology and the relationship holds directly between them.,0.95,,,
68,relation,Intracranial Hypertension,affectsOutcome,Traumatic Brain Injury,episodes of increased intracranial pressure (ICP) and worse clinical outcomes,accept_direct,,,,,Intracranial Hypertension affectsOutcome Traumatic Brain Injury is a valid direct relationship as elevated intracranial pressure can worsen clinical outcomes in TBI patients.,0.9,,,
69,relation,Cerebral Perfusion Pressure (CPP),assesses,Intracranial Hypertension,the ability to tolerate elevated intracranial pressures is reduced.,accept_direct,,,,,"Cerebral Perfusion Pressure (CPP) assesses Intracranial Hypertension, as CPP is directly related to monitoring and evaluating intracranial pressure conditions in TBI patients.",0.9,,,
70,relation,Cerebral Perfusion Pressure (CPP),is associated with,Intracranial Pressure (ICP),Role of Cerebral Perfusion Pressure (CPP),accept_direct,,,,,Cerebral Perfusion Pressure (CPP) is directly associated with Intracranial Pressure (ICP) as both are critical parameters in neurological assessments.,0.9,,,
71,relation,Intracranial Pressure (ICP),associated with condition,Mortality,"when Cerebral Perfusion Pressure (CPP) was below 50 mmHg, almost all The BESTIntracranial pressure (ICP) insults were associated with worse outcome",accept_direct,,,,,"Intracranial Pressure (ICP) is clinically associated with Mortality, reflecting the direct impact of ICP on patient outcomes.",0.9,,,
72,relation,Mean Arterial Pressure (MAP),isARiskFactorFor,Hypotension,our analysis shows that most events are triggered by a drop in mean arterial pressure.,accept_direct,,,,,"Mean Arterial Pressure (MAP) is clinically recognized as a risk factor for Hypotension, directly linking the two classes.",0.95,,,
73,relation,Hypotension,relates to clinical outcome,Brain Injury,arterial hypotension consistently relate to clinical outcome,accept_direct,,,,,Hypotension relates to clinical outcome as it is a known condition that can lead to poor outcomes in patients with Brain Injury.,0.9,,,
74,relation,Mean Arterial Pressure (MAP),calculatesFrom,Cerebral Perfusion Pressure (CPP),"which uses cerebral perfusion pressure (CPP), which of course uses Java-Based Software BPm in its calculation.",accept_indirect,,,,,"Mean Arterial Pressure (MAP) indirectly calculates from Cerebral Perfusion Pressure (CPP) through physiological relationships, as CPP is derived from MAP and ICP.",0.85,,,
75,relation,Intracranial Pressure (ICP),affectsOutcome,Outcome,Impact of Intracranial Pressure (ICP) instability and hypotension on outcome in patients with severe head trauma.,accept_direct,,,,,"Intracranial Pressure (ICP) affects Outcome, as the relationship is clinically valid in assessing patient outcomes in neurointensive care.",0.9,,,
76,relation,Cerebral Perfusion Pressure (CPP),calculatesFrom,Mean Arterial Pressure (MAP),its role in calculating Cerebral Perfusion Pressure (CPP),accept_direct,,,,,"Cerebral Perfusion Pressure (CPP) calculatesFrom Mean Arterial Pressure (MAP) is a valid direct relationship in neurointensive care, as CPP is derived from MAP.",0.95,,,
77,relation,Treatment Data,informs,Clinical Practice,Accurate and comprehensive treatment data,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
78,relation,Clinical Reminders,enhances,Guideline Adherence,clinical reminders (automated interventions),accept_direct,,,,,Clinical Reminders enhances Guideline Adherence as it directly supports adherence to established clinical guidelines.,0.9,,,
79,relation,Guideline Adherence,has outcome,Outcome,Several studies have been conducted that show dropping mortality rates and improved long-term outcomes since the adoption and spread of use of these guidelines.,accept_direct,,,,,Guideline Adherence hasOutcome Outcome is a valid relationship as outcomes are measures of patient outcomes influenced by guideline adherence.,0.9,,,
80,relation,Respiration Rate,has monitoring data,Impedance Plethmography,Respiration Rate (sources: impedance plethmography or ventilator),accept_direct,,,,,"Respiration Rate is a Core Monitoring Parameter, and Impedance Plethmography is a valid method for monitoring it, making the relationship direct.",0.9,,,
81,relation,Respiration Rate,has monitoring data,Ventilator,Respiration Rate (sources: impedance plethmography or ventilator),accept_direct,,,,,Respiration Rate is a Core Monitoring Parameter and Ventilator is a Monitoring Data class; the relationship holds directly as Respiration Rate hasMonitoringData Ventilator.,0.95,,,
82,relation,Mean Arterial Pressure (MAP),has monitoring data,Monitoring Data,Mean Arterial Pressure,accept_direct,,,,,Mean Arterial Pressure (MAP) is a Core Monitoring Parameter and thus hasMonitoringData Monitoring Data as per the hierarchical relationship in the preamble.,0.9,,,
83,relation,GCS Assessment,hasClinicalAssessment,Patient,Glasgow Coma Scale (GCS) scores,accept_direct,,,,,GCS Assessment has a direct relationship with Patient as it is a clinical assessment used for patients in neurointensive care.,0.95,,,
84,relation,Vasopressors,targetsCondition,Hypotension,arterial pressors may be given to treat systemic hypotension,accept_direct,,,,,Vasopressors targetsCondition Hypotension is clinically valid as vasopressors are used to treat low blood pressure in critical care settings.,0.9,,,
85,relation,Cerebral Perfusion Pressure (CPP),isMonitoredBy,Respiratory Distress Syndrome,"aggressive management of Cerebral Perfusion Pressure (CPP) > 70 mmHg, although reducing the incidence of jugular venous desaturations < 50%, increased the incidence of acute respiratory distress syndrome and worsened neurological outcome.",reject,,,,,"Cerebral Perfusion Pressure (CPP) is not a condition and cannot be monitored by Respiratory Distress Syndrome, which is a condition, not a monitoring method.",0.9,,,
86,relation,Brain Injury,has monitoring data,Monitoring Data,"collection of admission, monitoring, treatment and outcome data from patients with brain injury.",accept_direct,,,,,Brain Injury has monitoring data Monitoring Data is a direct relationship as monitoring data is collected to assess physiological parameters in patients with brain injury.,0.9,,,
87,relation,Brain Injury,has outcome,Outcome Data,"collection of admission, monitoring, treatment and outcome data from patients with brain injury.",accept_indirect,,,,,Brain Injury hasOutcome Outcome Data via the chain: Brain Injury → isAssociatedWith → Outcome Data.,0.7,,,low_evidence
88,relation,Brain Injury,receivesTherapy,Therapy,"aid health authorities to monitor, maintain and raise intra and trans-national standards in the management of patients with brain injury.",accept_direct,,,,,Brain Injury receivesTherapy Therapy is semantically correct as brain injuries are treated with various therapies in neurointensive care.,0.95,,,
89,relation,Patient,has monitoring data,Observation,pd:Patient as a ssn:FeatureOfInterest,accept_direct,,,,,Patient hasMonitoringData Observation is a direct relationship as monitoring data is essential for patient care in neurointensive settings.,0.95,,,
90,relation,Timepoint,is associated with,Reading,Each Timepoint is associated with a set of Readings,accept_direct,,,,,"Timepoint is associated with Reading as each Timepoint corresponds to a set of Readings, confirming the direct relationship.",0.95,,,
91,relation,Sensor,produced by sensor,Reading,the machines/sensors that produced them,accept_direct,,,,,The relation 'produced by sensor' directly connects 'Sensor' and 'Reading' as sensors produce readings in the neurointensive care context.,0.95,,,
92,relation,Sepsis,is associated with,Outcome Data,Improving the standards and resolution for multicentre data collection will also impact upon the assessment of new medical technology of relevance to the medical device industry.,accept_indirect,,,,,"Sepsis is associated with Outcome Data indirectly through the relationship of Sepsis affecting outcomes in TBI patients, making the connection valid via intermediate concepts.",0.7,,,low_evidence
93,relation,Arterial Pressors,targets condition,Arterial Hypotension,targets condition(Hypotension → Vasopressors),accept_direct,,,,,Arterial Pressors targets Condition Arterial Hypotension is a valid relationship in neurointensive care as arterial pressure agents are used to treat low blood pressure.,0.9,,,
94,relation,Patient,hasClinicalAssessment,Clinical Assessment,has clinical assessment(Patient → Clinical Assessment),accept_direct,,,,,The relationship 'Patient hasClinicalAssessment Clinical Assessment' holds directly as patients receive clinical assessments in neurointensive care.,0.95,,,
95,relation,Error,is associated with,Monitoring Data,monitoring indicates condition(Monitoring Data → Condition),accept_indirect,,,,,Error is associated with Monitoring Data via the chain: Error → affects Outcome → hasMonitoringData → Monitoring Data.,0.8,,,
96,relation,Injuries,affectsOutcome,Outcome Data,has outcome(Brain Injury → Outcome Data),accept_direct,,,,,Injuries affectsOutcome Outcome Data is a valid relationship as injuries can impact the outcomes of medical interventions.,0.95,,,
97,relation,Monitoring Data,hasProvenance,Provenance,has monitoring data(Patient → Monitoring Data),reject,,,,,The relation 'hasProvenance' does not hold between 'Monitoring Data' and 'Provenance' as they are not directly related in the context of the BrainIT ontology.,0.9,,,
98,relation,Adverse Event,is associated with,Clinical Outcome,[inferred] cluster completion,accept_direct,,,,,"Adverse Event is associated with Clinical Outcome as both are valid classes in the neurointensive care context, confirming the relationship is semantically correct.",0.9,,,
99,relation,Clinical Outcome,is influenced by,Patient Interventions,[inferred] cluster completion,accept_direct,,,,,"ClinicalOutcome is influenced by PatientInterventions, as interventions directly affect patient outcomes in neurointensive care.",0.9,,,
100,relation,Clinical Outcome,hasOutcome,Outcome Data,[inferred] cluster completion,accept_direct,,,,,"Clinical Outcome hasOutcome Outcome Data is a valid relationship as Outcome Data pertains to the results of medical care, which is directly related to Clinical Outcome.",0.9,,,
101,relation,Clinical Practice,is influenced by,Clinical Reminders,[inferred] cluster completion,accept_direct,,,,,"Clinical Practice is influenced by Clinical Reminders as both are valid classes in the BrainIT ontology, with the relationship being clinically plausible.",0.9,,,
