metric,value
by_stage.after_text_grounded.hierarchy_precision,0.0475
by_stage.after_sgc.n_classes,390
by_stage.after_sgc.n_relations,181
by_stage.after_sgc.n_hierarchy,316
by_stage.after_sgc.coverage,0.7742
by_stage.after_sgc.precision,0.1846
by_stage.after_sgc.recall,0.7742
by_stage.after_sgc.relation_recall,0.7778
by_stage.after_sgc.relation_precision,0.1989
by_stage.after_sgc.hierarchy_recall,0.4605
by_stage.after_sgc.hierarchy_precision,0.1108
by_stage.after_cleanup.n_classes,231
by_stage.after_cleanup.n_relations,71
by_stage.after_cleanup.n_hierarchy,134
by_stage.after_cleanup.coverage,0.828
by_stage.after_cleanup.precision,0.3333
by_stage.after_cleanup.recall,0.828
by_stage.after_cleanup.relation_recall,0.6111
by_stage.after_cleanup.relation_precision,0.4225
by_stage.after_cleanup.hierarchy_recall,0.5526
by_stage.after_cleanup.hierarchy_precision,0.3134
by_stage.after_orphan_rescue.n_classes,231
by_stage.after_orphan_rescue.n_relations,103
by_stage.after_orphan_rescue.n_hierarchy,175
by_stage.after_orphan_rescue.coverage,0.828
by_stage.after_orphan_rescue.precision,0.3333
by_stage.after_orphan_rescue.recall,0.828
by_stage.after_orphan_rescue.relation_recall,0.6111
by_stage.after_orphan_rescue.relation_precision,0.2913
by_stage.after_orphan_rescue.hierarchy_recall,0.5921
by_stage.after_orphan_rescue.hierarchy_precision,0.2571
by_stage.after_llm_refinement.n_classes,207
by_stage.after_llm_refinement.n_relations,86
by_stage.after_llm_refinement.n_hierarchy,150
by_stage.after_llm_refinement.coverage,0.828
by_stage.after_llm_refinement.precision,0.372
by_stage.after_llm_refinement.recall,0.828
by_stage.after_llm_refinement.relation_recall,0.6111
by_stage.after_llm_refinement.relation_precision,0.3488
by_stage.after_llm_refinement.hierarchy_recall,0.5789
by_stage.after_llm_refinement.hierarchy_precision,0.2933
by_stage.after_rule_based.n_classes,194
by_stage.after_rule_based.n_relations,86
by_stage.after_rule_based.n_hierarchy,161
by_stage.after_rule_based.coverage,0.828
by_stage.after_rule_based.precision,0.3969
by_stage.after_rule_based.recall,0.828
by_stage.after_rule_based.relation_recall,0.6111
by_stage.after_rule_based.relation_precision,0.3488
by_stage.after_rule_based.hierarchy_recall,0.6842
by_stage.after_rule_based.hierarchy_precision,0.323
