metric,value
relations.per_gold_relation.has clinical assessment,True
relations.per_gold_relation.has outcome,True
relations.per_gold_relation.has laboratory value,False
relations.per_gold_relation.has nursing intervention,True
relations.per_gold_relation.has session,False
relations.per_gold_relation.has timepoint,False
relations.per_gold_relation.has observation,False
relations.per_gold_relation.measures parameter,True
relations.per_gold_relation.produced by sensor,True
relations.per_gold_relation.has quality assessment,False
relations.per_gold_relation.associated with condition,True
relations.per_gold_relation.affected by treatment,False
hierarchy.n_generated,78
hierarchy.n_gold,76
hierarchy.precision,0.6667
hierarchy.recall,0.6842
hierarchy.matched,52
by_stratum.core.n_generated,32
by_stratum.core.precision,0.59375
by_stratum.core.recall,0.20430107526881722
by_stratum.core.coverage,0.20430107526881722
by_stage.extraction.n_classes,50
by_stage.extraction.n_relations,47
by_stage.extraction.n_hierarchy,2
by_stage.extraction.coverage,0.2366
by_stage.extraction.precision,0.44
by_stage.extraction.recall,0.2366
by_stage.extraction.relation_recall,0.3889
by_stage.extraction.relation_precision,0.617
by_stage.extraction.hierarchy_recall,0.0
by_stage.extraction.hierarchy_precision,0.0
by_stage.after_text_grounded.n_classes,65
by_stage.after_text_grounded.n_relations,61
by_stage.after_text_grounded.n_hierarchy,33
by_stage.after_text_grounded.coverage,0.3011
by_stage.after_text_grounded.precision,0.4308
by_stage.after_text_grounded.recall,0.3011
by_stage.after_text_grounded.relation_recall,0.4444
by_stage.after_text_grounded.relation_precision,0.5738
by_stage.after_text_grounded.hierarchy_recall,0.0395
by_stage.after_text_grounded.hierarchy_precision,0.0909
by_stage.after_sgc.n_classes,106
by_stage.after_sgc.n_relations,77
by_stage.after_sgc.n_hierarchy,78
by_stage.after_sgc.coverage,0.6559
by_stage.after_sgc.precision,0.5755
by_stage.after_sgc.recall,0.6559
by_stage.after_sgc.relation_recall,0.8889
by_stage.after_sgc.relation_precision,0.6623
by_stage.after_sgc.hierarchy_recall,0.6316
by_stage.after_sgc.hierarchy_precision,0.6154
by_stage.after_cleanup.n_classes,121
by_stage.after_cleanup.n_relations,60
by_stage.after_cleanup.n_hierarchy,76
by_stage.after_cleanup.coverage,0.8387
by_stage.after_cleanup.precision,0.6446
by_stage.after_cleanup.recall,0.8387
by_stage.after_cleanup.relation_recall,0.7778
by_stage.after_cleanup.relation_precision,0.7
by_stage.after_cleanup.hierarchy_recall,0.6447
by_stage.after_cleanup.hierarchy_precision,0.6447
by_stage.after_orphan_rescue.n_classes,121
by_stage.after_orphan_rescue.n_relations,62
by_stage.after_orphan_rescue.n_hierarchy,76
by_stage.after_orphan_rescue.coverage,0.8387
by_stage.after_orphan_rescue.precision,0.6446
by_stage.after_orphan_rescue.recall,0.8387
by_stage.after_orphan_rescue.relation_recall,0.7778
by_stage.after_orphan_rescue.relation_precision,0.6935
by_stage.after_orphan_rescue.hierarchy_recall,0.6447
by_stage.after_orphan_rescue.hierarchy_precision,0.6447
by_stage.after_llm_refinement.n_classes,110
by_stage.after_llm_refinement.n_relations,41
by_stage.after_llm_refinement.n_hierarchy,68
by_stage.after_llm_refinement.coverage,0.7634
by_stage.after_llm_refinement.precision,0.6455
by_stage.after_llm_refinement.recall,0.7634
by_stage.after_llm_refinement.relation_recall,0.5556
by_stage.after_llm_refinement.relation_precision,0.561
by_stage.after_llm_refinement.hierarchy_recall,0.5921
by_stage.after_llm_refinement.hierarchy_precision,0.6618
by_stage.after_rule_based.n_classes,97
by_stage.after_rule_based.n_relations,41
by_stage.after_rule_based.n_hierarchy,78
by_stage.after_rule_based.coverage,0.7634
by_stage.after_rule_based.precision,0.732
by_stage.after_rule_based.recall,0.7634
by_stage.after_rule_based.relation_recall,0.5556
by_stage.after_rule_based.relation_precision,0.561
by_stage.after_rule_based.hierarchy_recall,0.6842
by_stage.after_rule_based.hierarchy_precision,0.6667
