metric,value
relations.per_gold_relation.affected by treatment,False
hierarchy.n_generated,101
hierarchy.n_gold,76
hierarchy.precision,0.703
hierarchy.recall,0.9342
hierarchy.matched,71
by_stratum.core.n_generated,48
by_stratum.core.precision,0.6666666666666666
by_stratum.core.recall,0.34408602150537637
by_stratum.core.coverage,0.34408602150537637
by_stage.extraction.n_classes,64
by_stage.extraction.n_relations,19
by_stage.extraction.n_hierarchy,24
by_stage.extraction.coverage,0.3871
by_stage.extraction.precision,0.5625
by_stage.extraction.recall,0.3871
by_stage.extraction.relation_recall,0.1667
by_stage.extraction.relation_precision,0.1579
by_stage.extraction.hierarchy_recall,0.1711
by_stage.extraction.hierarchy_precision,0.5417
by_stage.after_text_grounded.n_classes,67
by_stage.after_text_grounded.n_relations,28
by_stage.after_text_grounded.n_hierarchy,52
by_stage.after_text_grounded.coverage,0.3978
by_stage.after_text_grounded.precision,0.5522
by_stage.after_text_grounded.recall,0.3978
by_stage.after_text_grounded.relation_recall,0.3889
by_stage.after_text_grounded.relation_precision,0.3214
by_stage.after_text_grounded.hierarchy_recall,0.2105
by_stage.after_text_grounded.hierarchy_precision,0.3077
by_stage.after_sgc.n_classes,107
by_stage.after_sgc.n_relations,42
by_stage.after_sgc.n_hierarchy,109
by_stage.after_sgc.coverage,0.7742
by_stage.after_sgc.precision,0.6729
by_stage.after_sgc.recall,0.7742
by_stage.after_sgc.relation_recall,1.0
by_stage.after_sgc.relation_precision,0.5476
by_stage.after_sgc.hierarchy_recall,0.9605
by_stage.after_sgc.hierarchy_precision,0.6697
by_stage.after_cleanup.n_classes,109
by_stage.after_cleanup.n_relations,28
by_stage.after_cleanup.n_hierarchy,89
by_stage.after_cleanup.coverage,0.9355
by_stage.after_cleanup.precision,0.7982
by_stage.after_cleanup.recall,0.9355
by_stage.after_cleanup.relation_recall,0.8333
by_stage.after_cleanup.relation_precision,0.8571
by_stage.after_cleanup.hierarchy_recall,0.9079
by_stage.after_cleanup.hierarchy_precision,0.7753
by_stage.after_orphan_rescue.n_classes,113
by_stage.after_orphan_rescue.n_relations,30
by_stage.after_orphan_rescue.n_hierarchy,100
by_stage.after_orphan_rescue.coverage,0.9355
by_stage.after_orphan_rescue.precision,0.7699
by_stage.after_orphan_rescue.recall,0.9355
by_stage.after_orphan_rescue.relation_recall,0.8889
by_stage.after_orphan_rescue.relation_precision,0.8333
by_stage.after_orphan_rescue.hierarchy_recall,0.9079
by_stage.after_orphan_rescue.hierarchy_precision,0.69
by_stage.after_llm_refinement.n_classes,111
by_stage.after_llm_refinement.n_relations,30
by_stage.after_llm_refinement.n_hierarchy,99
by_stage.after_llm_refinement.coverage,0.9355
by_stage.after_llm_refinement.precision,0.7838
by_stage.after_llm_refinement.recall,0.9355
by_stage.after_llm_refinement.relation_recall,0.8889
by_stage.after_llm_refinement.relation_precision,0.8333
by_stage.after_llm_refinement.hierarchy_recall,0.9079
by_stage.after_llm_refinement.hierarchy_precision,0.697
by_stage.after_rule_based.n_classes,110
by_stage.after_rule_based.n_relations,30
by_stage.after_rule_based.n_hierarchy,101
by_stage.after_rule_based.coverage,0.9355
by_stage.after_rule_based.precision,0.7909
by_stage.after_rule_based.recall,0.9355
by_stage.after_rule_based.relation_recall,0.8889
by_stage.after_rule_based.relation_precision,0.8333
by_stage.after_rule_based.hierarchy_recall,0.9342
by_stage.after_rule_based.hierarchy_precision,0.703
