metric,value
by_stage.extraction.relation_recall,0.3889
by_stage.extraction.relation_precision,0.5455
by_stage.extraction.hierarchy_recall,0.0132
by_stage.extraction.hierarchy_precision,0.2
by_stage.after_text_grounded.n_classes,61
by_stage.after_text_grounded.n_relations,68
by_stage.after_text_grounded.n_hierarchy,39
by_stage.after_text_grounded.coverage,0.2796
by_stage.after_text_grounded.precision,0.4262
by_stage.after_text_grounded.recall,0.2796
by_stage.after_text_grounded.relation_recall,0.3889
by_stage.after_text_grounded.relation_precision,0.5
by_stage.after_text_grounded.hierarchy_recall,0.1316
by_stage.after_text_grounded.hierarchy_precision,0.2564
by_stage.after_sgc.n_classes,132
by_stage.after_sgc.n_relations,86
by_stage.after_sgc.n_hierarchy,85
by_stage.after_sgc.coverage,1.0
by_stage.after_sgc.precision,0.7045
by_stage.after_sgc.recall,1.0
by_stage.after_sgc.relation_recall,1.0
by_stage.after_sgc.relation_precision,0.6047
by_stage.after_sgc.hierarchy_recall,0.7368
by_stage.after_sgc.hierarchy_precision,0.6588
by_stage.after_cleanup.n_classes,98
by_stage.after_cleanup.n_relations,67
by_stage.after_cleanup.n_hierarchy,47
by_stage.after_cleanup.coverage,0.6882
by_stage.after_cleanup.precision,0.6531
by_stage.after_cleanup.recall,0.6882
by_stage.after_cleanup.relation_recall,0.8889
by_stage.after_cleanup.relation_precision,0.6418
by_stage.after_cleanup.hierarchy_recall,0.4605
by_stage.after_cleanup.hierarchy_precision,0.7447
by_stage.after_orphan_rescue.n_classes,100
by_stage.after_orphan_rescue.n_relations,77
by_stage.after_orphan_rescue.n_hierarchy,47
by_stage.after_orphan_rescue.coverage,0.6989
by_stage.after_orphan_rescue.precision,0.65
by_stage.after_orphan_rescue.recall,0.6989
by_stage.after_orphan_rescue.relation_recall,0.8889
by_stage.after_orphan_rescue.relation_precision,0.5974
by_stage.after_orphan_rescue.hierarchy_recall,0.4605
by_stage.after_orphan_rescue.hierarchy_precision,0.7447
by_stage.after_llm_refinement.n_classes,100
by_stage.after_llm_refinement.n_relations,77
by_stage.after_llm_refinement.n_hierarchy,47
by_stage.after_llm_refinement.coverage,0.6989
by_stage.after_llm_refinement.precision,0.65
by_stage.after_llm_refinement.recall,0.6989
by_stage.after_llm_refinement.relation_recall,0.8889
by_stage.after_llm_refinement.relation_precision,0.5974
by_stage.after_llm_refinement.hierarchy_recall,0.4605
by_stage.after_llm_refinement.hierarchy_precision,0.7447
by_stage.after_rule_based.n_classes,91
by_stage.after_rule_based.n_relations,77
by_stage.after_rule_based.n_hierarchy,56
by_stage.after_rule_based.coverage,0.6989
by_stage.after_rule_based.precision,0.7143
by_stage.after_rule_based.recall,0.6989
by_stage.after_rule_based.relation_recall,0.8889
by_stage.after_rule_based.relation_precision,0.5974
by_stage.after_rule_based.hierarchy_recall,0.5658
by_stage.after_rule_based.hierarchy_precision,0.7679
