triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
11,relation,Decompressive Craniectomy,is administered during,Barbiturates,Decompressive craniectomy (DC) + thiopental can be referring to barbiturate administration,accept_indirect,,,,,"Barbiturates are administered during Decompressive Craniectomy via sedation protocols, establishing an indirect relationship.",0.7,,,low_evidence
12,relation,Decompressive Craniectomy,targets condition,Traumatic Intracranial Hypertension,Decompressive craniectomy (DC) in a patient-tailored combination with other second and third-tier therapies should maintain its place in the management of severe traumatic intracranial hypertension.,accept_direct,,,,,Decompressive craniectomy directly targets traumatic intracranial hypertension as a surgical procedure for managing the condition.,0.95,,,
13,relation,Decompressive Craniectomy,has clinical assessment,GOSe Outcome,outcome was only evaluated in terms of robust extended Glasgow Outcome Scores,reject,,,,,The relationship 'has clinical assessment' does not hold between 'Decompressive Craniectomy' and 'GOSe Outcome' directly or indirectly.,0.85,,,
14,relation,Decompressive Craniectomy,reduces,Mean Intracranial Pressure,it effectively reduces Mean intracranial pressure (ICP),accept_direct,,,,,"The triple correctly states that Decompressive Craniectomy reduces Mean Intracranial Pressure, supported by clinical evidence.",0.95,,,
15,relation,ICP,has monitoring data,Traumatic Brain Injury,The BESTIntracranial pressure (ICP) monitoring is still considered to provide important information to detect and prevent secondary injury after severe Traumatic brain injury (TBI).,accept_direct,,,,,ICP is a core monitoring parameter that provides critical monitoring data for Traumatic Brain Injury.,0.9,,,
16,relation,Intracranial Hypertension,receives therapy,GOSe Outcome,"Intracranial pressures above 20 mmHg lasting longer than 37 min in adults, and longer than 8 min in children, are associated with worse outcomes.",reject,,,,,The relationship 'receives therapy' does not hold between 'Intracranial Hypertension' and 'GOSe Outcome'.,0.9,,,
17,relation,CPP,has clinical assessment,Intracranial Hypertension,"When the cerebral perfusion pressure is below 50 mmHg, all intracranial pressure insults, regardless of duration, are associated with worse outcome.",reject,,,,,The relationship 'has clinical assessment' does not hold between CPP and Intracranial Hypertension as defined.,0.85,,,
18,relation,ICP,has monitoring data,Monitoring Data,The BESTIntracranial pressure (ICP) and mean arterial blood pressure (MAP) monitoring data,accept_direct,,,,,The relationship 'has monitoring data' directly holds between ICP and Monitoring Data.,0.9,,,
19,relation,Monitoring Data,monitoring indicates condition,Condition,the percentage of monitoring time in the red zone during the first day only was a significant independent predictor of mortality,reject,,,,,The relationship 'monitoring indicates condition' is semantically incorrect as monitoring data does not directly indicate a condition.,0.85,,,
20,relation,ICP,associated with condition,Condition,"when Cerebral Perfusion Pressure (CPP) was below 50 mmHg, almost all The BESTIntracranial pressure (ICP) insults were associated with worse outcome",reject,,,,,The relationship 'ICP is associated with Condition' is semantically incorrect as Condition is too broad and not specific to ICP.,0.85,,,
21,relation,Traumatic Brain Injury,has monitoring data,Monitoring Data,"The present study autoregulation is intact, the transition curve shifts to the right.",accept_direct,,,,,The relationship 'has monitoring data' directly connects Traumatic Brain Injury and Monitoring Data as TBI requires monitoring data for assessment.,0.9,,,
22,relation,Traumatic Brain Injury,is associated with,Secondary Brain Injury,"Cerebrovascular pressure autoregulation is often impaired in severe Traumatic brain injury (TBI), and such impairment is such as the relationship between physiological thresholds and outcome.",accept_direct,,,,,The relationship 'is associated with' holds directly between Traumatic Brain Injury and Secondary Brain Injury.,0.9,,,
23,relation,CPP,receives therapy,Traumatic Brain Injury,"One would expect such change in recommendation to be followed, and hence to lead to alterations in Cerebral Perfusion Pressure (CPP) policy across centres.",reject,,,,,"CPP does not receive therapy; it is a physiological parameter, not a patient or condition that receives treatment.",0.85,,,
24,relation,CPP,has monitoring data,Monitoring Data,Cerebral perfusion pressure (CPP 1/4 Blood Pressure (BP)-ICP) monitoring is a good example.,accept_direct,,,,,CPP is a specific monitoring parameter that directly relates to Monitoring Data.,0.9,,,
25,relation,Vasopressors,receives therapy,CPP,the non-beneficial effect of keeping Cerebral Perfusion Pressure (CPP) above 70 mmHg by administering high doses of vasopressors.,revise,4.4,Vasopressors,isAdministeredDuring,CPP,The relation 'receives therapy' should be 'isAdministeredDuring' to accurately reflect the relationship between vasopressors and CPP.,0.85,The relation 'receives therapy' should be 'isAdministeredDuring' for accuracy.,0.9,
26,relation,CPP,correlates with,Mean Arterial Pressure (MAP),Cerebral Perfusion Pressure (CPP) strongly correlated with Mean Arterial Pressure (MAP).,accept_direct,,,,,CPP directly correlates with MAP as both are vital parameters in neurointensive care.,0.9,,,
27,relation,CPP,receives therapy,ICP,it is influenced by Intracranial Pressure (ICP) variability,reject,,,,,"The relationship 'receives therapy' does not hold between CPP and ICP, as they are both parameters rather than a therapy and a condition.",0.85,,,
28,relation,CPP,receives therapy,Mean Arterial Pressure (MAP),Mean Arterial Pressure (MAP) variability including,reject,,,,,"CPP does not receive therapy; rather, MAP influences CPP as a physiological parameter.",0.85,,,
29,relation,CPP,associates with,Acute Respiratory Distress Syndrome,acute respiratory distress syndrome (ARDS) reportedly associated with vasopressors,accept_indirect,,,,,CPP is indirectly associated with ARDS through the influence of vasopressors on blood flow and secondary injury risk.,0.7,,,low_evidence
30,relation,CPP,follows,Guideline,the Brain Trauma Foundation (BTF) guidelines issued this year,reject,,,,,The relationship 'follows' does not hold between CPP and Guideline as defined in the ontology.,0.85,,,
31,relation,Guideline Adherence,receives therapy,Traumatic Brain Injury,Guideline adherence and outcomes in severe adult traumatic brain injury,reject,,,,,Guideline Adherence does not receive therapy; it is a measure of practice rather than a treatment itself.,0.85,,,
32,relation,Traumatic Brain Injury,is a risk factor for,Secondary Insult,Traumatically brain injured (TBI) patients are at risk from secondary insults.,accept_direct,,,,,Traumatic Brain Injury is clinically recognized as a risk factor for Secondary Insult in neurointensive care.,0.9,,,
33,relation,Hypotension,is related to,Poor Outcome,"Arterial hypotension, critically low blood pressure, is one of the most dangerous secondary insults and is related to poor outcome in patients.",accept_direct,,,,,Hypotension is clinically recognized as related to poor outcomes in critically ill patients.,0.9,,,
34,relation,Hypotension,affects outcome,Traumatic Brain Injury,there is compelling evidence that even 'minute by minute' hypotension events cumulatively can influence patient outcome.,accept_direct,,,,,Hypotension directly affects the outcome of Traumatic Brain Injury patients.,0.9,,,
35,relation,Hypotension,prognostic factor for,Head Injury,the cumulative duration of arterial hypotensive events is a prognostic factor for their clinical outcome following a head injury.,accept_direct,,,,,Hypotension is a known prognostic factor for outcomes in head injury cases.,0.9,,,
36,relation,Hypotension,associated with condition,Condition,"for with the medical management of sepsis, it has been shown that duration of hypotension before initiation",reject,,,,,The relationship 'associated with condition' does not hold between Hypotension and Condition as defined; they are distinct concepts.,0.85,,,
37,relation,Traumatic Brain Injury,has monitoring data,Hypotension,both systolic and mean arterial pressure should be monitored and considered in the definition of hypotension,accept_direct,,,,,Hypotension is a condition that can be monitored in patients with Traumatic Brain Injury.,0.9,,,
38,relation,Hypotension,is a condition of,Sepsis,"for with the medical management of sepsis, it has been shown that duration of hypotension before initiation",reject,,,,,Hypotension is not a condition of Sepsis; they are separate conditions that can influence each other but do not have a direct relationship.,0.85,,,
39,relation,Sepsis,receives therapy,Hypotension,it has been shown that with each hour delay in treatment of hypotension leads to an increase in in-hospital mortality.,accept_indirect,,,,,"Sepsis can lead to hypotension, which may require therapy, establishing an indirect relationship.",0.7,,,low_evidence
40,relation,Monitoring Data,has monitoring data,Monitoring Data,sophisticated patient monitoring systems can capture large volumes of streaming physiological data which continuously report on a patient's status.,reject,,,,,The relationship 'has monitoring data' does not hold as both subject and object are the same class.,0.9,,,
41,relation,ICP,affects outcome,Hypotension,Impact of Intracranial Pressure (ICP) instability and hypotension on outcome in patients with severe head trauma.,accept_direct,,,,,"ICP directly affects outcomes in patients with hypotension, as supported by the evidence provided.",0.85,,,
42,relation,Secondary Insult,worsens,Head Trauma,Measuring the burden of secondary insults in head-injured patients during intensive care.,accept_direct,,,,,Secondary Insult can clinically worsen Head Trauma in neurointensive care settings.,0.85,,,
43,relation,Decompressive Craniectomy,is associated with,Mean Intracranial Pressure,Decompressive craniectomy (DC) resulted in an absolute reduction in median mean Mean intracranial pressure (ICP) from 19.5 group to 13.9 mmHg.,accept_direct,,,,,Decompressive craniectomy is directly associated with mean intracranial pressure as it aims to relieve pressure on the brain.,0.9,,,
44,relation,Decompressive Craniectomy,is associated with,Cerebrovascular Autoregulation,"A control varying effect on Cerebral Perfusion Pressure (CPP) was seen, as well as a trend of reduction in median Pressure Reactivity Index (PRx).",accept_indirect,,,,,The relationship holds indirectly through the concept of cerebral perfusion pressure influenced by surgical procedures.,0.7,,,low_evidence
45,relation,Decompressive Craniectomy,has monitoring data,Monitoring Data,"patient, injury and management variables including physiological monitoring data and administration of thiopental were analysed",accept_direct,,,,,The relationship 'Decompressive Craniectomy has monitoring data' is semantically correct as surgical procedures are monitored during treatment.,0.9,,,
46,relation,Decompressive Craniectomy,is associated with,ICP,uncontrollable intracranial hypertension is a major cause of death in patients with severe traumatic brain injury.,accept_direct,,,,,Decompressive Craniectomy is directly associated with ICP as it aims to relieve pressure caused by elevated ICP.,0.85,,,
47,relation,Decompressive Craniectomy,is treated with,Barbiturates,"Decompressive craniectomy (DC) was chosen as a next step, with or without first having applied third-tier medical therapy with barbiturates.",accept_indirect,,,,,Decompressive craniectomy is associated with barbiturates through the chain of surgical intervention and subsequent medical therapy.,0.7,,,low_evidence
48,relation,Decompressive Craniectomy,affects outcome,Mortality,the results of RESCUEicp showed that Decompressive craniectomy (DC) resulted in lower mortality rates.,accept_direct,,,,,The relationship between Decompressive Craniectomy and Mortality is supported by clinical evidence indicating that the procedure affects mortality rates.,0.9,,,
49,relation,Monitoring,has outcome,Outcome,the outcome was captured at six months using the extended Glasgow Outcome Scale (GOSE).,accept_direct,,,,,Monitoring directly relates to Outcome as patient outcomes are assessed through monitoring data.,0.85,,,
50,relation,Patient,has demographic data,Demographic Data,the collection of demographic data from traumatic brain injury (TBI) patients.,accept_direct,,,,,The relationship 'Patient has demographic data' is semantically correct and directly holds between the two classes.,0.9,,,
51,relation,Patient,has surgical procedure,Surgical Procedure,the physiological vital functions are extensively monitored.,accept_direct,,,,,The relationship 'has surgical procedure' directly connects 'Patient' and 'Surgical Procedure' in the context of neurointensive care.,0.9,,,
52,relation,Patient,has monitoring data,Monitoring Data,"The Brain Monitoring with Information Technology (BrainIT) network provides a more standardised and higher resolution data collection mechanism for research groups, organisations and the device industry to conduct multi-centre trials of new health care technology in patients with traumatic brain injury.",accept_direct,,,,,The relationship 'Patient has monitoring data Monitoring Data' is semantically correct and holds directly between the two named classes.,0.9,,,
53,relation,Patient,receives therapy,Therapy,the physiological vital functions are extensively monitored.,accept_direct,,,,,The relationship 'receives therapy' directly holds between 'Patient' and 'Therapy'.,0.9,,,
54,relation,Therapy,targets condition,Condition,Therapeutic hypothermia reduces intracranial pressure and partial brain oxygen tension in patients with severe traumatic brain injury.,reject,,,,,The relationship 'targets condition' does not hold between 'Therapy' and 'Condition' as defined; therapy does not target a condition directly.,0.85,,,
55,relation,Patient,has clinical assessment,Clinical Assessment,the physiological vital functions are extensively monitored.,accept_direct,,,,,The relationship 'Patient has clinical assessment Clinical Assessment' is semantically correct and holds directly.,0.95,,,
56,relation,Patient,has outcome,Outcome,the physiological vital functions are extensively monitored.,accept_direct,,,,,The relationship 'Patient hasOutcome Outcome' is semantically correct as outcomes are measures related to patient status.,0.9,,,
57,relation,Patient,has laboratory value,Laboratory Values,the physiological vital functions are extensively monitored.,accept_direct,,,,,The relationship 'has laboratory value' directly holds between 'Patient' and 'Laboratory Values' in the context of neurointensive care.,0.9,,,
58,relation,Patient,has nursing intervention,Nursing Intervention,"Routine nursing care, physiotherapy, or bedside clinical activities",accept_direct,,,,,The relationship 'Patient has nursing intervention' is semantically correct and holds directly between the two classes.,0.95,,,
59,relation,Patient,has session,Session,a live clinical environment to test the data collection systems.,reject,,,,,The relationship 'has session' does not hold between 'Patient' and 'Session' as defined in the ontology.,0.85,,,
60,relation,Session,has timepoint,Timepoint,minute-by-minute physiological data from bedside monitors.,accept_direct,,,,,The relationship 'Session has timepoint' directly holds as timepoints are part of a monitoring session.,0.9,,,
61,relation,Timepoint,has monitoring data,Observation,minute-by-minute physiological data from bedside monitors.,accept_direct,,,,,The relationship 'Timepoint hasMonitoringData Observation' holds directly as a Timepoint is associated with recorded Observations.,0.85,,,
62,relation,Observation,measures parameter,Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,The relationship 'Observation measures Parameter' holds directly as observations are defined to measure parameters in the context of monitoring.,0.9,,,
63,relation,Observation,produced by sensor,Sensor,the physiological vital functions are extensively monitored.,accept_direct,,,,,The relationship 'produced by sensor' holds directly between Observation and Sensor as defined.,0.9,,,
64,relation,Observation,has quality assessment,Data Quality Assessment,the physiological vital functions are extensively monitored.,accept_direct,,,,,The relationship 'Observation has quality assessment Data Quality Assessment' holds directly between the two classes.,0.9,,,
65,relation,Data Quality Assessment,associated with condition,Condition,the physiological vital functions are extensively monitored.,reject,,,,,The relationship 'associated with' does not hold between Data Quality Assessment and Condition as defined.,0.85,,,
66,relation,Data Quality Assessment,receives therapy,Therapy,the physiological vital functions are extensively monitored.,reject,,,,,Data Quality Assessment cannot receive therapy as it is not a treatment or intervention.,0.9,,,
67,relation,Arterial Hypotension,receives therapy,Barbiturates,administration of hyperosmolar molecules were used at the discretion of the managing teams.,reject,,,,,Arterial Hypotension does not receive therapy directly; it is a condition that may be treated with therapies like Barbiturates.,0.85,,,
68,relation,Brain Injury,is associated with,Traumatic Brain Injury,Decompressive craniectomy as a second/third-tier intervention in traumatic brain injury,accept_direct,,,,,The relationship 'is associated with' holds directly between 'Brain Injury' and 'Traumatic Brain Injury'.,0.9,,,
69,relation,CVP,has monitoring data,Monitoring Data,physiological monitoring data,accept_direct,,,,,CVP is a physiological parameter that directly relates to Monitoring Data.,0.9,,,
70,relation,Clinical Outcome,has outcome,Outcome,demonstrated a decrease in mortality with similar rates of favorable outcome,accept_direct,,,,,The relationship 'Clinical Outcome hasOutcome Outcome' holds directly as both classes are relevant to patient health status measurement.,0.9,,,
71,relation,Cranial Injuries,is a type of,Injuries,the occurrence of arterial hypotension (systolic pressure less than 90 mmHg) and hypoxia (SaO2 below 90%) at baseline,accept_direct,,,,,"Cranial Injuries are a specific type of Injuries, aligning with standard medical definitions.",0.9,,,
72,relation,Disability,is a type of,Clinical Outcome,the outcome was unfavorable in 51.4% and favorable in 48.6%,accept_direct,,,,,Disability is a recognized type of Clinical Outcome in the context of brain injuries.,0.85,,,
73,relation,Extracranial Injury,is a type of,Injuries,45.9% presented with an additional extracranial injury,accept_direct,,,,,"Extracranial Injury is a type of Injuries, which is clinically valid.",0.9,,,
74,relation,Intensive Care Management,is a type of,Condition,"In many neurointensive care centers, Decompressive craniectomy (DC) is being used in combination with other second/third-tier therapies.",reject,,,,,The relationship 'is a type of' does not hold between 'Intensive Care Management' and 'Condition' as defined.,0.85,,,
75,relation,NIBP,is a type of,Monitoring Data,Mean arterial blood pressure (MAP) and Mean intracranial pressure (ICP),accept_direct,,,,,NIBP is a valid subclass of Monitoring Data as it represents a monitored physiological parameter.,0.95,,,
76,relation,Pressure Reactivity Index (PRx),is a type of,Core Monitoring Parameter,Pressure Reactivity Index (PRx) is the moving correlation between mean arterial blood pressure (MAP) and Mean intracranial pressure (ICP).,accept_direct,,,,,PRx is a recognized subclass of Core Monitoring Parameter.,0.95,,,
77,relation,Hypotension,is treated with,Noradrenaline,the time and dose of a bolus of Noradrenaline,accept_direct,,,,,"Hypotension is treated with Noradrenaline, directly linking the condition and the treatment.",0.9,,,
78,relation,CPP,targets condition,Respiratory Distress Syndrome,Cerebral Perfusion Pressure (CPP) value to target lies within the range of 50-70 mm Hg.,reject,,,,,CPP does not target Respiratory Distress Syndrome directly or indirectly in the context of neurointensive care.,0.85,,,
79,relation,Traumatic Brain Injury,applies treatment,Osmotics,#2 - Hyperosmolar therapy,accept_indirect,,,,,Osmotics applies treatment indirectly through its role in managing intracranial pressure in TBI patients.,0.8,,,
80,relation,Cerebrovascular Autoregulation,receives therapy,CPP,the presence (or not) of cerebral autoregulation,reject,,,,,"Cerebrovascular Autoregulation does not receive therapy; it is a physiological mechanism, not a treatment target.",0.9,,,
81,relation,ICP,receives therapy,Partial Pressure of Brain Tissue Oxygen,There is a statistically significant (p < 0.001) non-linear effect of Intracranial Pressure (ICP) on Regression model of partial pressure of brain tissue oxygen (PbtO2).,reject,,,,,The relationship 'receives therapy' does not hold between ICP and Partial Pressure of Brain Tissue Oxygen.,0.85,,,
82,relation,Traumatic Brain Injury,has clinical assessment,GOSe Outcome,Monitoring of Intracranial Pressure (ICP) has also been shown to have better functional outcomes.,accept_direct,,,,,The relationship 'has clinical assessment' directly connects Traumatic Brain Injury and GOSe Outcome as a valid assessment method.,0.85,,,
83,relation,Partial Pressure of Brain Tissue Oxygen,is measured at,Measurement Time,Partial pressure of brain tissue oxygen over intracranial pressure stratified by days in Intensive Care Unit (ICU),accept_direct,,,,,The relationship 'is measured at' holds directly between Partial Pressure of Brain Tissue Oxygen and Measurement Time.,0.9,,,
84,relation,ICP,receives therapy,Pbro2,an overall increase in Regression model of partial pressure of brain tissue oxygen (PbtO2) of 5.2% for a 10 mmHg increase in Intracranial Pressure (ICP),reject,,,,,The relationship 'receives therapy' does not hold between ICP and PbtO2 as they are not classes of therapy and monitoring data respectively.,0.85,,,
85,relation,Partial Pressure of Carbon Dioxide,receives therapy,Pbro2,a decrease of 0.16% from a unit increase in Mean Arterial Pressure (MAP) and a Regression model of partial pressure of brain tissue oxygen (PbtO2) decrease of 0.16% from a unit increase in PaCO2,reject,,,,,"The relationship 'receives therapy' does not hold between Partial Pressure of Carbon Dioxide and PbtO2 as they are both measures, not therapy recipients.",0.85,,,
86,relation,ICP,has outcome,Outcome,median extended Glasgow outcome scale of 7.00,accept_indirect,,,,,ICP indirectly influences patient outcomes through its role in cerebral perfusion assessments.,0.7,,,low_evidence
87,relation,Intracranial Hypertension,receives therapy,CPP,the impact of autoregulation on Regression model of partial pressure of brain tissue oxygen (PbtO2) cannot be directly assessed.,reject,,,,,"The relationship 'receives therapy' does not hold between 'Intracranial Hypertension' and 'CPP' as CPP is a parameter, not a therapy.",0.9,,,
88,relation,Hypotension,is associated with,Traumatic Brain Injury,guarding against hypotensive conditions in Traumatic Brain Injury (TBI) patients.,accept_direct,,,,,"Hypotension is clinically associated with Traumatic Brain Injury, as low blood pressure can worsen outcomes in TBI patients.",0.85,,,
89,relation,Intracranial Hypertension,receives therapy,Traumatic Brain Injury,episodes of increased intracranial pressure (ICP) and worse clinical outcomes,reject,,,,,"Intracranial Hypertension does not receive therapy; rather, it is a condition that may be treated with therapies.",0.85,,,
90,relation,CPP,assesses,Intracranial Hypertension,the ability to tolerate elevated intracranial pressures is reduced.,accept_direct,,,,,CPP directly assesses Intracranial Hypertension as it relates to blood flow and pressure dynamics in TBI patients.,0.85,,,
91,relation,CPP,is associated with,ICP,Role of Cerebral Perfusion Pressure (CPP),accept_direct,,,,,CPP is directly associated with ICP as both are critical parameters in neurological assessments.,0.9,,,
92,relation,ICP,associated with condition,Mortality,"when Cerebral Perfusion Pressure (CPP) was below 50 mmHg, almost all The BESTIntracranial pressure (ICP) insults were associated with worse outcome",accept_indirect,,,,,ICP indirectly influences mortality through its effect on cerebral perfusion pressure.,0.7,,,low_evidence
93,relation,ICP,predicts outcome,Outcome Score,"Above 20 mmHg, the vast majority of insults are clearly deleterious with the exception of those lasting less than 37 min in adults.",accept_indirect,,,,,ICP indirectly influences Outcome Score through its effect on cerebral perfusion and neurological assessments.,0.8,,,
94,relation,Mean Arterial Pressure (MAP),triggers intervention,Hypotension,our analysis shows that most events are triggered by a drop in mean arterial pressure.,accept_indirect,,,,,MAP indirectly influences interventions for hypotension through its role as a vital sign affecting patient management.,0.7,,,low_evidence
95,relation,Brain Injury,has monitoring data,Arterial Hypotension,The brain monitoring with information technology (BrainIT) database contains 199 patients,reject,,,,,The relationship 'has monitoring data' does not hold between 'Brain Injury' and 'Arterial Hypotension' as stated.,0.85,,,
96,relation,Hypotension,relates to clinical outcome,Brain Injury,arterial hypotension consistently relate to clinical outcome,accept_direct,,,,,Hypotension directly relates to clinical outcomes in patients with brain injury.,0.85,,,
97,relation,Dsg,has monitoring data,Hypotensive,to scan the BrainIT database for hypotensive events;,reject,,,,,The relationship 'has monitoring data' does not hold between a Java application and a medical condition.,0.9,,,
98,relation,Secondary Insult Grades,defines,Hypotensive,the Edinburgh University Secondary Insult Grades (EUSIG) definition.,reject,,,,,The relationship 'defines' does not hold between 'Secondary Insult Grades' and 'Hypotensive' as they are not directly related concepts.,0.85,,,
99,relation,CPP,calculates,Mean Arterial Pressure (MAP),"which uses cerebral perfusion pressure (CPP), which of course uses Java-Based Software BPm in its calculation.",accept_indirect,,,,,"CPP is calculated from MAP, making the relationship valid through intermediate concepts.",0.8,,,
100,relation,ICP,receives therapy,Outcome,Impact of Intracranial Pressure (ICP) instability and hypotension on outcome in patients with severe head trauma.,reject,,,,,The relationship 'receives therapy' does not hold between ICP and Outcome as they are not directly related in this context.,0.85,,,
101,relation,CPP,is measured by,Mean Arterial Pressure (MAP),its role in calculating Cerebral Perfusion Pressure (CPP),accept_indirect,,,,,"CPP is calculated from MAP, making the relationship valid through a chain of concepts.",0.85,,,
102,relation,Treatment Data,informs,Clinical Practice,Accurate and comprehensive treatment data,accept_direct,,,,,Treatment Data directly informs Clinical Practice in patient care.,0.85,,,
103,relation,Clinical Reminders,enhances,Guideline Adherence,clinical reminders (automated interventions),accept_indirect,,,,,Clinical reminders enhance guideline adherence through automated interventions that support clinical practice.,0.7,,,low_evidence
104,relation,Guideline Adherence,has outcome,Outcome,Several studies have been conducted that show dropping mortality rates and improved long-term outcomes since the adoption and spread of use of these guidelines.,accept_direct,,,,,The relationship 'Guideline Adherence hasOutcome Outcome' is semantically correct as adherence to guidelines can directly influence patient outcomes.,0.85,,,
105,relation,Guideline Adherence,is measured by,Clinical Practice,"This work attempts to leverage those advantages by providing a 'near real-time' ability to monitor clinical guideline adherence, as well as providing measurable quantitative feedback.",reject,,,,,The relationship 'is measured by' does not hold between 'Guideline Adherence' and 'Clinical Practice' as they are not directly related in this context.,0.85,,,
106,relation,Heart Failure,is treated with,Guideline Adherence,"There are many reasons for non-adherence, but these can be broken down into two broad categories: being unwilling to adhere to a guideline and being unable to adhere.",reject,,,,,Heart Failure is not directly treated with Guideline Adherence; they are related but not in a treatment context.,0.85,,,
107,relation,EUSIG Grade,is a type of,Secondary Insult Grades,the classification of pressure events using Edinburgh University Secondary Insult Grades (EUSIG) parameters has a well-established precedent,reject,,,,,EUSIG Grade does not classify Secondary Insult Grades; they are distinct concepts.,0.85,,,
108,relation,Heart Rate,has monitoring data,Monitoring Data,Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry),accept_direct,,,,,Heart Rate is a physiological parameter that is directly monitored as part of Monitoring Data.,0.9,,,
109,relation,Respiration Rate,has monitoring data,Impedance Plethmography,Respiration Rate (sources: impedance plethmography or ventilator),revise,4.4,Respiration Rate,isMonitoredBy,Impedance Plethmography,The relation 'has monitoring data' should be 'is monitored by' to accurately reflect the relationship between Respiration Rate and Impedance Plethmography.,0.85,The relation label should accurately reflect the monitoring relationship.,0.9,
110,relation,Respiration Rate,has monitoring data,Ventilator,Respiration Rate (sources: impedance plethmography or ventilator),reject,,,,,The relationship 'has monitoring data' does not correctly apply between 'Respiration Rate' and 'Ventilator'.,0.85,,,
111,relation,Mean Arterial Pressure (MAP),has monitoring data,Monitoring Data,Mean Arterial Pressure,accept_direct,,,,,"Mean Arterial Pressure is a type of Monitoring Data, making the relationship valid.",0.9,,,
112,relation,Sao2,has monitoring data,Monitoring Data,Pulse Oximetry (SaO2),accept_direct,,,,,SaO2 is a type of Monitoring Data that measures oxygen saturation directly.,0.9,,,
113,relation,Temperature,has monitoring data,Monitoring Data,Temperature (sources: rectal=oesophageal= bladder=skin),accept_direct,,,,,Temperature is a physiological parameter that directly relates to Monitoring Data.,0.9,,,
114,relation,EtCO2,has monitoring data,Monitoring Data,End-Tidal CO2 (EtCO2),accept_direct,,,,,"EtCO2 is a specific type of Monitoring Data, and the relationship holds directly.",0.9,,,
115,relation,Jugular Venous Oxygen Saturation,has monitoring data,Monitoring Data,Jugular Venous Oxygen Saturation (SjO2),accept_direct,,,,,The relationship 'has monitoring data' directly holds between 'Jugular Venous Oxygen Saturation' and 'Monitoring Data'.,0.9,,,
116,relation,Transcranial Doppler,has monitoring data,Monitoring Data,Transcranial Doppler (TCD),accept_direct,,,,,The relationship 'Transcranial Doppler has monitoring data Monitoring Data' is semantically correct as TCD is a method used to collect monitoring data.,0.9,,,
117,relation,Pbro2,has monitoring data,Monitoring Data,Brain Tissue Oxygen (PbrO2),accept_direct,,,,,The relationship 'has monitoring data' directly holds between PbrO2 and Monitoring Data as PbrO2 is a specific parameter of monitoring data.,0.9,,,
118,relation,GCS Assessment,has monitoring data,Monitoring Data,Glasgow Coma Scale (GCS) scores,accept_direct,,,,,The relationship 'GCS Assessment has monitoring data Monitoring Data' is semantically correct as GCS is a clinical assessment that utilizes monitoring data.,0.9,,,
