metric,value
hierarchy.matched,71
by_stratum.core.n_generated,53
by_stratum.core.precision,0.7547169811320755
by_stratum.core.recall,0.43010752688172044
by_stratum.core.coverage,0.43010752688172044
by_stage.extraction.n_classes,78
by_stage.extraction.n_relations,70
by_stage.extraction.n_hierarchy,25
by_stage.extraction.coverage,0.5054
by_stage.extraction.precision,0.6026
by_stage.extraction.recall,0.5054
by_stage.extraction.relation_recall,0.6667
by_stage.extraction.relation_precision,0.2429
by_stage.extraction.hierarchy_recall,0.0789
by_stage.extraction.hierarchy_precision,0.24
by_stage.after_text_grounded.n_classes,86
by_stage.after_text_grounded.n_relations,84
by_stage.after_text_grounded.n_hierarchy,58
by_stage.after_text_grounded.coverage,0.5376
by_stage.after_text_grounded.precision,0.5814
by_stage.after_text_grounded.recall,0.5376
by_stage.after_text_grounded.relation_recall,0.6667
by_stage.after_text_grounded.relation_precision,0.2381
by_stage.after_text_grounded.hierarchy_recall,0.2237
by_stage.after_text_grounded.hierarchy_precision,0.2931
by_stage.after_sgc.n_classes,115
by_stage.after_sgc.n_relations,84
by_stage.after_sgc.n_hierarchy,117
by_stage.after_sgc.coverage,0.7957
by_stage.after_sgc.precision,0.6435
by_stage.after_sgc.recall,0.7957
by_stage.after_sgc.relation_recall,0.6667
by_stage.after_sgc.relation_precision,0.2381
by_stage.after_sgc.hierarchy_recall,1.0
by_stage.after_sgc.hierarchy_precision,0.6496
by_stage.after_cleanup.n_classes,110
by_stage.after_cleanup.n_relations,28
by_stage.after_cleanup.n_hierarchy,100
by_stage.after_cleanup.coverage,0.9462
by_stage.after_cleanup.precision,0.8
by_stage.after_cleanup.recall,0.9462
by_stage.after_cleanup.relation_recall,0.5556
by_stage.after_cleanup.relation_precision,0.5357
by_stage.after_cleanup.hierarchy_recall,0.9211
by_stage.after_cleanup.hierarchy_precision,0.7
by_stage.after_orphan_rescue.n_classes,110
by_stage.after_orphan_rescue.n_relations,31
by_stage.after_orphan_rescue.n_hierarchy,100
by_stage.after_orphan_rescue.coverage,0.9462
by_stage.after_orphan_rescue.precision,0.8
by_stage.after_orphan_rescue.recall,0.9462
by_stage.after_orphan_rescue.relation_recall,0.5556
by_stage.after_orphan_rescue.relation_precision,0.5161
by_stage.after_orphan_rescue.hierarchy_recall,0.9211
by_stage.after_orphan_rescue.hierarchy_precision,0.7
by_stage.after_llm_refinement.n_classes,109
by_stage.after_llm_refinement.n_relations,31
by_stage.after_llm_refinement.n_hierarchy,99
by_stage.after_llm_refinement.coverage,0.9355
by_stage.after_llm_refinement.precision,0.7982
by_stage.after_llm_refinement.recall,0.9355
by_stage.after_llm_refinement.relation_recall,0.5556
by_stage.after_llm_refinement.relation_precision,0.5161
by_stage.after_llm_refinement.hierarchy_recall,0.9211
by_stage.after_llm_refinement.hierarchy_precision,0.7071
by_stage.after_rule_based.n_classes,107
by_stage.after_rule_based.n_relations,31
by_stage.after_rule_based.n_hierarchy,100
by_stage.after_rule_based.coverage,0.9355
by_stage.after_rule_based.precision,0.8131
by_stage.after_rule_based.recall,0.9355
by_stage.after_rule_based.relation_recall,0.5556
by_stage.after_rule_based.relation_precision,0.5161
by_stage.after_rule_based.hierarchy_recall,0.9342
by_stage.after_rule_based.hierarchy_precision,0.71
