metric,value
by_stage.after_sgc.relation_precision,0.8182
by_stage.after_sgc.hierarchy_recall,1.0
by_stage.after_sgc.hierarchy_precision,0.7451
by_stage.after_cleanup.n_classes,95
by_stage.after_cleanup.n_relations,20
by_stage.after_cleanup.n_hierarchy,82
by_stage.after_cleanup.coverage,0.9892
by_stage.after_cleanup.precision,0.9684
by_stage.after_cleanup.recall,0.9892
by_stage.after_cleanup.relation_recall,0.6667
by_stage.after_cleanup.relation_precision,0.9
by_stage.after_cleanup.hierarchy_recall,0.9737
by_stage.after_cleanup.hierarchy_precision,0.9024
by_stage.after_orphan_rescue.n_classes,95
by_stage.after_orphan_rescue.n_relations,21
by_stage.after_orphan_rescue.n_hierarchy,82
by_stage.after_orphan_rescue.coverage,0.9892
by_stage.after_orphan_rescue.precision,0.9684
by_stage.after_orphan_rescue.recall,0.9892
by_stage.after_orphan_rescue.relation_recall,0.6667
by_stage.after_orphan_rescue.relation_precision,0.8571
by_stage.after_orphan_rescue.hierarchy_recall,0.9737
by_stage.after_orphan_rescue.hierarchy_precision,0.9024
by_stage.after_llm_refinement.n_classes,95
by_stage.after_llm_refinement.n_relations,21
by_stage.after_llm_refinement.n_hierarchy,82
by_stage.after_llm_refinement.coverage,0.9892
by_stage.after_llm_refinement.precision,0.9684
by_stage.after_llm_refinement.recall,0.9892
by_stage.after_llm_refinement.relation_recall,0.6667
by_stage.after_llm_refinement.relation_precision,0.8571
by_stage.after_llm_refinement.hierarchy_recall,0.9737
by_stage.after_llm_refinement.hierarchy_precision,0.9024
by_stage.after_rule_based.n_classes,95
by_stage.after_rule_based.n_relations,21
by_stage.after_rule_based.n_hierarchy,84
by_stage.after_rule_based.coverage,0.9892
by_stage.after_rule_based.precision,0.9684
by_stage.after_rule_based.recall,0.9892
by_stage.after_rule_based.relation_recall,0.6667
by_stage.after_rule_based.relation_precision,0.8571
by_stage.after_rule_based.hierarchy_recall,1.0
by_stage.after_rule_based.hierarchy_precision,0.9048
