metric,value
by_stage.after_orphan_rescue.hierarchy_precision,0.2593
by_stage.after_llm_refinement.n_classes,334
by_stage.after_llm_refinement.n_relations,194
by_stage.after_llm_refinement.n_hierarchy,243
by_stage.after_llm_refinement.coverage,0.9677
by_stage.after_llm_refinement.precision,0.2695
by_stage.after_llm_refinement.recall,0.9677
by_stage.after_llm_refinement.relation_recall,0.6111
by_stage.after_llm_refinement.relation_precision,0.2629
by_stage.after_llm_refinement.hierarchy_recall,0.8289
by_stage.after_llm_refinement.hierarchy_precision,0.2593
by_stage.after_rule_based.n_classes,321
by_stage.after_rule_based.n_relations,194
by_stage.after_rule_based.n_hierarchy,248
by_stage.after_rule_based.coverage,0.9677
by_stage.after_rule_based.precision,0.2804
by_stage.after_rule_based.recall,0.9677
by_stage.after_rule_based.relation_recall,0.6111
by_stage.after_rule_based.relation_precision,0.2629
by_stage.after_rule_based.hierarchy_recall,0.8947
by_stage.after_rule_based.hierarchy_precision,0.2742
