triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
16,relation,Acceptable Range,receives therapy,Medical Disorders,If the recorded value is outwith its acceptable range AND is associated with a symptom of a disorder,revise,4.4,Acceptable Range,isAssociatedWith,Medical Disorders,The relation 'receives therapy' is incorrect; 'Acceptable Range' should not be a subject for therapy; it needs a valid therapy class as the object.,0.85,The relation 'receives therapy' is incorrect; 'Acceptable Range' should be associated with 'Medical Disorders' instead.,1.0,
17,relation,Acceptable Range,receives therapy,Treatments,If the recorded value is outwith its acceptable range AND is associated with an effect of a treatment AND that treatment was administered previous to that value,revise,4.4,Acceptable Range,isAssociatedWith,Treatments,The relation 'receives therapy' is incorrectly applied; 'Acceptable Range' should not be a subject for therapy. It needs a valid therapy class as the object.,0.9,The relation 'receives therapy' is incorrect; 'Acceptable Range' should be associated with 'Treatments' instead.,0.9,
18,relation,Intensive Care Unit,is monitored in,Patient,Collection of minute-by-minute physiological monitoring is now common in many neuro-intensive care units.,accept_direct,,,,,"Intensive Care Unit is monitored in Patient is a direct relationship as ICU provides care for critically ill patients, including monitoring.",0.9,,,
19,relation,CVP,is a type of Core Monitoring Parameter,Core Monitoring Parameter,Cerebral perfusion pressure (CPP) monitoring is a good example.,accept_direct,,,,,CVP is a valid subclass of Core Monitoring Parameter as per the preamble's classification of monitoring parameters.,0.95,,,
20,relation,GCS Assessment,is a type of Core Monitoring Parameter,Core Monitoring Parameter,"When assessing head injured patients' outcome from new therapies or the application of new monitoring devices, a large number of patients are required.",reject,,,,,"GCS Assessment cannot be a type of Core Monitoring Parameter; it is a Clinical Assessment, not a monitoring parameter.",0.9,,,
21,relation,Outcome Data,has outcome,Outcome,"When assessing head injured patients' outcome from new therapies or the application of new monitoring devices, a large number of patients are required.",revise,4.9,Outcome Data,subClassOf,Outcome,"Outcome Data should be reclassified as a subclass of Outcome, as it reflects results of treatment and monitoring, aligning with the preamble's definitions.",0.85,"Outcome Data should be a subclass of Outcome as it reflects results of treatment and monitoring, aligning with the preamble's definitions.",1.0,
22,relation,Parameter,is a type of Core Monitoring Parameter,Reading,[inferred] cluster completion,accept_direct,,,,,"Parameter is a type of Core Monitoring Parameter, which is a subclass of Reading as per the preamble.",0.9,,,
23,relation,Patient,receives therapy,Reading,[inferred] cluster completion,revise,4.4,Patient,isAdministeredDuring,Baseline Therapy,The relation 'receives therapy' is incorrect as 'Reading' is not a therapy; it should be replaced with a valid therapy class like 'Baseline Therapy'.,0.9,The relation 'receives therapy' is incorrect; 'Baseline Therapy' is the correct therapy class for the patient.,1.0,
24,relation,Reading,assesses,Parameter,[inferred] cluster completion,accept_indirect,,,,,"Reading assesses Parameter indirectly through the relationship with Observation, which measures Parameter; thus, the triple holds via an intermediate concept.",0.85,,,
25,relation,End-tidal Carbon Dioxide,has monitoring data,Ventilation Settings,[inferred] cluster completion,revise,4.4,End-tidal Carbon Dioxide,isMonitoredBy,Ventilation Settings,The relation 'has monitoring data' should be 'isMonitoredBy' as End-tidal Carbon Dioxide is a monitoring parameter and Ventilation Settings are not monitoring data.,0.9,End-tidal Carbon Dioxide is a monitoring parameter and should be connected to Ventilation Settings via isMonitoredBy instead of hasMonitoringData.,1.0,
26,relation,Heart Rate,has monitoring data,Respiration Rate,[inferred] cluster completion,accept_direct,,,,,"Heart Rate and Respiration Rate are both subclasses of Monitoring Data, thus the relationship holds directly as they are both physiological parameters monitored in the ICU.",0.95,,,
27,relation,Respiration Rate,is monitored in,Ventilation Settings,[inferred] cluster completion,accept_direct,,,,,"Respiration Rate is monitored in Ventilation Settings as both are valid classes in the neurointensive care context, establishing a direct relationship.",0.95,,,
28,relation,Brain Injury,has monitoring data,Sepsis,[inferred] cluster completion,reject,,,,,"'Brain Injury has monitoring data Sepsis' is incorrect; monitoring data does not directly relate to a condition like Sepsis, which is a separate condition.",0.9,,,
29,relation,Head Injury,is a symptom of,Sepsis,[inferred] cluster completion,reject,,,,,Head Injury is not a symptom of Sepsis; they are both conditions but not in a direct symptomatology relationship.,0.9,,,
30,relation,Monitoring Data,is monitored in,Patient Data,[inferred] cluster completion,accept_indirect,,,,,The relationship 'Monitoring Data is monitored in Patient Data' holds indirectly via 'Monitoring Data hasMonitoringData Patient Data'.,0.7,,,low_evidence
31,relation,Patient Data,assesses,Monitoring Data,[inferred] cluster completion,accept_direct,,,,,PatientData assesses MonitoringData is a valid relationship as Patient Data is used to evaluate physiological status through Monitoring Data in neuro-intensive care.,0.9,,,
32,relation,Provenance,annotates,Patient Data,[inferred] cluster completion,accept_indirect,,,,,"Provenance annotates Patient Data indirectly via the concept of data origin and history, which connects to patient information.",0.7,,,low_evidence
33,relation,Jugular Venous Oxygen Saturation,assesses,PbrO2,[inferred] cluster completion,accept_indirect,,,,,"Jugular Venous Oxygen Saturation assesses cerebral oxygenation, which indirectly relates to PbrO2 as both are measures of oxygen levels in the brain; the connection is through the concept of cerebral oxygenation.",0.8,,,
34,relation,PbrO2,has monitoring data,SaO2,[inferred] cluster completion,accept_indirect,,,,,PbrO2 is a Core Monitoring Parameter that hasMonitoringData SaO2 via the hierarchical relationship of monitoring parameters; both are valid monitoring data types.,0.85,,,
35,relation,PbrO2,targets condition,Jugular Venous Oxygen Saturation,[inferred] cluster completion,reject,,,,,"PbrO2 and Jugular Venous Oxygen Saturation are both measurements, not conditions; the relation 'targets condition' is semantically incorrect.",0.7,,,low_evidence
36,relation,SaO2,assesses,Jugular Venous Oxygen Saturation,[inferred] cluster completion,accept_direct,,,,,SaO2 assesses Jugular Venous Oxygen Saturation is a valid relationship as both are monitoring parameters related to oxygen saturation levels.,0.9,,,
37,relation,Admission Data,has outcome,Outcome Data,[inferred] cluster completion,accept_direct,,,,,Admission Data hasOutcome Outcome Data is a valid relationship as outcome data reflects results of treatment and monitoring in intensive care.,0.9,,,
38,relation,Intensive Care Unit,has monitoring data,Treatment Data,[inferred] cluster completion,accept_indirect,,,,,Intensive Care Unit hasMonitoringData Treatment Data is true via the chain: ICU → hasMonitoringData → Monitoring Data → Treatment Data.,0.85,,,
39,relation,Treatment Data,is monitored in,Intensive Care Unit,[inferred] cluster completion,accept_direct,,,,,Treatment Data is monitored in Intensive Care Unit is a direct relationship as ICU provides intensive treatment and monitoring for critically ill patients.,0.9,,,
40,relation,Treatment Data,has outcome,Outcome Data,[inferred] cluster completion,accept_direct,,,,,Treatment Data hasOutcome Outcome Data is a valid direct relationship as treatment outcomes are assessed in intensive care settings.,0.9,,,
41,relation,Error,annotates,Medical Disorders,[inferred] cluster completion,reject,,,,,Error does not logically annotate Medical Disorders; the relationship does not hold between these classes as defined in the domain context.,0.9,,,
42,relation,Medical Disorders,is a symptom of,Error,[inferred] cluster completion,reject,,,,,"'Medical Disorders is a symptom of Error' is semantically incorrect; symptoms are not classified as disorders, and the relationship does not hold between these classes.",0.9,,,
43,relation,Arterial Hypotension,is a symptom of,Intracranial Hypertension,[inferred] cluster completion,reject,,,,,"'Arterial Hypotension is a symptom of Intracranial Hypertension' is incorrect; both are conditions, not a symptom-condition relationship.",0.9,,,
44,relation,Bladder,has monitoring data,EtCO2,[inferred] cluster completion,revise,4.4,EtCO2,isMonitoredBy,Bladder,Bladder is not a valid class in the ontology; the relation should be 'EtCO2 isMonitoredBy Bladder' as EtCO2 is a monitoring parameter related to physiological data.,0.7,"EtCO2 is a monitoring parameter and should be related to Bladder via isMonitoredBy, reflecting physiological data monitoring.",1.0,low_evidence
45,relation,Electrocardiogram (ECG),assesses,Arterial Hypotension,[inferred] cluster completion,accept_indirect,,,,,Electrocardiogram assesses Arterial Hypotension indirectly through the relationship of monitoring physiological parameters related to blood pressure.,0.85,,,
46,relation,Impedance Plethmography,has monitoring data,Bladder,[inferred] cluster completion,reject,,,,,The relationship 'Impedance Plethmography has monitoring data Bladder' is incorrect as Bladder is not a type of monitoring data; it is an organ.,0.9,,,
47,relation,Intracranial Hypertension,targets condition,Arterial Hypotension,[inferred] cluster completion,reject,,,,,'Intracranial Hypertension targets condition Arterial Hypotension' is incorrect; the relationship does not hold as these are distinct conditions without a direct association.,0.9,,,
48,relation,Oesophageal,is monitored in,Ventilator,[inferred] cluster completion,revise,4.4,Oesophageal,isMonitoredBy,Ventilator,The relation 'is monitored in' should be changed to 'isMonitoredBy' as Ventilator is a monitoring method and Oesophageal is not a valid monitoring data class.,0.9,The relation 'is monitored in' should be 'isMonitoredBy' as Ventilator is a monitoring method.,1.0,
49,relation,Rectal,is monitored in,Ventilator,[inferred] cluster completion,revise,4.4,Rectal,isMonitoredBy,Ventilator,The relation 'is monitored in' should be 'isMonitoredBy' as Ventilator is a monitoring method and Rectal is a physiological parameter.,0.9,The relation 'is monitored in' should be 'isMonitoredBy' as Ventilator is a monitoring method for Rectal.,1.0,
50,relation,Treatments,receives therapy,Intracranial Hypertension,[inferred] cluster completion,revise,4.4,Intracranial Hypertension,isTreatedWith,Secondary Insult Therapy,The relation 'receives therapy' is incorrect as 'Intracranial Hypertension' should be associated with a specific therapy class instead of being a direct object.,0.9,"The relation 'receives therapy' should be 'isTreatedWith' as Intracranial Hypertension is treated with therapies, specifically under Secondary Insult Therapy.",0.9,
51,relation,Adrenaline,receives therapy,Vasopressors,[inferred] cluster completion,revise,4.10,,,,Adrenaline is not a therapy; it should be replaced with a valid therapy class like 'Vasopressors' for the relation 'receivesTherapy'.,0.8,Adrenaline is not a therapy; it should be replaced with a valid therapy class like 'Vasopressors' for the relation 'receivesTherapy'.,1.0,sanitized_self_loop
52,relation,Noradrenaline,receives therapy,Vasopressors,[inferred] cluster completion,revise,4.2,Noradrenaline,receivesTherapy,Vasopressor,"Noradrenaline should be linked to a specific therapy class like 'Vasopressor' instead of 'Vasopressors', as 'receivesTherapy' requires a singular therapy class.",0.9,Vasopressors is a plural term; the singular class Vasopressor is the correct therapy class for Noradrenaline.,1.0,
53,relation,Secondary Insult,has outcome,Adverse Events,[inferred] cluster completion,accept_indirect,,,,,The relationship 'Secondary Insult has outcome Adverse Events' is valid indirectly as Secondary Insult leads to Adverse Events through the concept of complications in critical care.,0.7,,,low_evidence
54,relation,Brain Temperature,has monitoring data,Temperature,[inferred] cluster completion,accept_direct,,,,,"Brain Temperature is a subclass of Temperature, which is a physiological parameter; thus, the relationship holds directly.",0.95,,,
55,relation,Temperature,is monitored in,Brain Temperature,[inferred] cluster completion,accept_direct,,,,,"Temperature is a physiological parameter and Brain Temperature is a subclass of it, making the relationship valid as per the preamble.",0.95,,,
56,relation,Microdialysis,assesses,Fluids,[inferred] cluster completion,reject,,,,,"Microdialysis does not assess Fluids; it measures chemical composition, which is unrelated to the volume of fluids administered or excreted.",0.9,,,
57,relation,Observation,assesses,Condition,[inferred] cluster completion,accept_indirect,,,,,Observation assesses Condition indirectly through the relationship of Observation measuring parameters that relate to Condition.,0.7,,,low_evidence
58,relation,Baseline Therapy,receives therapy,Condition,[inferred] cluster completion,revise,4.4,Baseline Therapy,targetsCondition,Condition,The relation 'receives therapy' is incorrect as 'Condition' is not a therapy; it should be 'Baseline Therapy targets Condition'.,0.9,The relation 'receives therapy' is incorrect; 'Baseline Therapy' should 'target' the 'Condition' instead.,1.0,
59,relation,Condition,is a symptom of,Outcome,[inferred] cluster completion,reject,,,,,'Condition is a symptom of Outcome' is semantically incorrect; conditions do not serve as symptoms for outcomes in the neurointensive care context.,0.9,,,
60,relation,Core Monitoring Parameter,has monitoring data,Optional Monitoring Parameter,[inferred] cluster completion,accept_indirect,,,,,"The relationship 'Core Monitoring Parameter hasMonitoringData Optional Monitoring Parameter' is valid via the hierarchy of monitoring data types, but not directly between these classes.",0.7,,,low_evidence
61,relation,Outcome,has outcome,Baseline Therapy,[inferred] cluster completion,reject,,,,,Outcome cannot have Baseline Therapy as an outcome; the relationship does not hold between these two classes.,0.9,,,
62,relation,Biochemistry,assesses,Blood Gases,[inferred] cluster completion,accept_indirect,,,,,"Biochemistry assesses Blood Gases indirectly through the relationship of laboratory tests measuring chemical substances and tests for gases, linking them via the assessment process.",0.7,,,low_evidence
63,relation,Blood Gases,assesses,Haematology,[inferred] cluster completion,reject,,,,,"Blood Gases and Haematology are not directly related; Blood Gases assesses gas levels, while Haematology assesses blood components, making the relationship semantically incorrect.",0.9,,,
64,relation,Hypertension,targets condition,Hypotension,[inferred] cluster completion,reject,,,,,The relation 'targets condition' between Hypertension and Hypotension is incorrect; they are both conditions but do not have a direct targeting relationship.,0.9,,,
65,relation,Hypotension,targets condition,Hypertension,[inferred] cluster completion,reject,,,,,The relationship 'Hypotension targets condition Hypertension' is semantically incorrect as hypotension does not target hypertension; they are distinct conditions.,0.9,,,
66,hierarchy,Electrocardiogram (ECG),subClassOf,Monitoring Data,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,Electrocardiogram (ECG) is explicitly listed as a valid subclass of Monitoring Data in the preamble.,1.0,,,
67,hierarchy,Respiration Rate,subClassOf,Core Monitoring Parameter,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,Respiration Rate is listed as a valid subclass of Core Monitoring Parameter in the preamble; the relationship holds directly.,1.0,,,
68,hierarchy,SaO2,subClassOf,Monitoring Data,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,"SaO2 is listed as a subclass of Monitoring Data in the preamble, confirming the hierarchical relationship.",1.0,,,
69,hierarchy,Temperature,subClassOf,Core Monitoring Parameter,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,Temperature is explicitly listed as a Core Monitoring Parameter in the preamble; the subclass relationship is valid.,1.0,,,
70,hierarchy,Intracranial Hypertension,subClassOf,Secondary Insult,"As a result, secondary insults such as intracranial hypertension, and arterial hypotension have been found to occur, in head injured patients, more frequently than previously realised with more than 90 percent of patients exhibiting one or more insults during their management in intensive care.",accept_direct,,,,,Intracranial Hypertension is listed as a valid subclass of Secondary Insult in the preamble; the relation is correctly subClassOf.,1.0,,,
71,hierarchy,Arterial Hypotension,subClassOf,Secondary Insult,"As a result, secondary insults such as intracranial hypertension, and arterial hypotension have been found to occur, in head injured patients, more frequently than previously realised with more than 90 percent of patients exhibiting one or more insults during their management in intensive care.",accept_direct,,,,,"Arterial Hypotension is listed as a valid subclass of Secondary Insult in the preamble, confirming the subclass relationship directly.",1.0,,,
72,hierarchy,Reading,subClassOf,Observation,define pd:Reading as a subclass of ssn:ObservationValue,accept_direct,,,,,"Reading is listed as a subclass of Observation in the preamble, confirming the subclass relationship directly.",1.0,,,
73,hierarchy,Timepoint,subClassOf,Observation,pd:Timepoint as a subclass of mo:ObservationCollection,accept_direct,,,,,Timepoint is a subclass of Observation as per the preamble's hierarchy of classes.,1.0,,,
74,hierarchy,Machine,subClassOf,Sensor,defined mms:Machine as a subclass of ssn:Platform,accept_direct,,,,,"Machine subClassOf Sensor is directly supported by the preamble, which classifies Machine as a valid subclass of Sensor.",1.0,,,
75,hierarchy,Core Monitoring Parameter,subClassOf,Monitoring Data,[inferred] Chain-of-Layer: Core Monitoring Parameter is organized under Monitoring Data,accept_direct,,,,,Core Monitoring Parameter subClassOf Monitoring Data is directly supported by the preamble's classification of monitoring parameters under monitoring data.,1.0,,,
76,hierarchy,Heart Rate,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Heart Rate is organized under Core Monitoring Parameter,accept_direct,,,,,"Heart Rate is listed as a subclass of Core Monitoring Parameter in the preamble; thus, the subclass relationship is valid.",1.0,,,
77,hierarchy,SaO2,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Sao2 is organized under Core Monitoring Parameter,accept_direct,,,,,"SaO2 is listed as a subclass of Core Monitoring Parameter in the preamble; thus, the relation is valid as subClassOf.",1.0,,,
78,hierarchy,Cerebral Perfusion Pressure (CPP),subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Cerebral Perfusion Pressure is organized under Core Monitoring Parameter,accept_direct,,,,,"Cerebral Perfusion Pressure (CPP) is listed as a subclass of Core Monitoring Parameter in the preamble, confirming the direct subclass relationship.",1.0,,,
79,hierarchy,Jugular Venous Oxygen Saturation,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Jugular Venous Oxygen Saturation is organized under Core Monitoring Parameter,accept_direct,,,,,Jugular Venous Oxygen Saturation is a valid subclass of Core Monitoring Parameter as per the preamble's classification of monitoring parameters.,1.0,,,
80,hierarchy,Blood Gases,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Blood Gases is organized under Core Monitoring Parameter,accept_direct,,,,,Blood Gases is a valid subclass of Core Monitoring Parameter as stated in the preamble.,1.0,,,
81,hierarchy,Brain Temperature,subClassOf,Optional Monitoring Parameter,[inferred] Chain-of-Layer: Brain Temperature is organized under Core Monitoring Parameter,accept_direct,,,,,Brain Temperature is a valid subclass of Optional Monitoring Parameter as per the preamble's classification of monitoring parameters.,1.0,,,
82,hierarchy,EtCO2,subClassOf,Optional Monitoring Parameter,[inferred] Chain-of-Layer: EtCO2 is organized under Core Monitoring Parameter,accept_direct,,,,,EtCO2 is listed as a valid subclass of Optional Monitoring Parameter in the preamble; the relationship holds directly.,1.0,,,
83,hierarchy,Optional Monitoring Parameter,subClassOf,Monitoring Data,[inferred] Chain-of-Layer: Optional Monitoring Parameter is organized under Monitoring Data,accept_direct,,,,,Optional Monitoring Parameter is explicitly listed as a subclass of Monitoring Data in the preamble.,1.0,,,
84,hierarchy,CVP,subClassOf,Optional Monitoring Parameter,[inferred] Chain-of-Layer: CVP is organized under Optional Monitoring Parameter,accept_direct,,,,,CVP is listed as a subclass of Optional Monitoring Parameter in the preamble; relation is subClassOf.,1.0,,,
85,hierarchy,Ventilation Settings,subClassOf,Baseline Therapy,[inferred] Chain-of-Layer: Ventilation Settings is organized under Baseline Therapy,accept_direct,,,,,"Ventilation Settings is listed as a subclass of Baseline Therapy in the preamble, confirming the direct subclass relationship.",1.0,,,
86,hierarchy,Sedation,subClassOf,Baseline Therapy,[inferred] Chain-of-Layer: Sedation is organized under Baseline Therapy,accept_direct,,,,,Sedation is explicitly listed as a valid subclass of Baseline Therapy in the preamble.,1.0,,,
87,hierarchy,Adrenaline,subClassOf,Baseline Therapy,[inferred] Chain-of-Layer: Adrenaline is organized under Baseline Therapy,accept_direct,,,,,"Adrenaline is listed as a valid subclass of Baseline Therapy in the preamble, confirming the subclass relationship directly.",1.0,,,
88,hierarchy,Noradrenaline,subClassOf,Baseline Therapy,[inferred] Chain-of-Layer: Noradrenaline is organized under Baseline Therapy,accept_direct,,,,,Noradrenaline is a valid subclass of Baseline Therapy as per the preamble's classification of therapy types.,1.0,,,
89,hierarchy,Vasopressors,subClassOf,Baseline Therapy,[inferred] Chain-of-Layer: Vasopressors is organized under Baseline Therapy,accept_direct,,,,,Vasopressors is listed as a valid subclass of Baseline Therapy in the preamble; the relationship holds directly.,1.0,,,
90,hierarchy,Medical Disorders,subClassOf,Condition,[inferred] Chain-of-Layer: Medical Disorders is organized under Condition,accept_direct,,,,,Medical Disorders is a valid subclass of Condition as per the preamble's definition of Condition encompassing all medical conditions.,1.0,,,
91,hierarchy,Head Injury,subClassOf,Medical Disorders,[inferred] Chain-of-Layer: Head Injury is organized under Medical Disorders,reject,,,,,Head Injury is not a subclass of Medical Disorders; it is a subclass of Brain Injury according to the preamble.,0.9,,,
92,hierarchy,Sepsis,subClassOf,Medical Disorders,[inferred] Chain-of-Layer: Sepsis is organized under Medical Disorders,accept_direct,,,,,"Sepsis is listed as a subclass of Condition in the preamble; thus, the relationship is valid and direct.",1.0,,,
93,hierarchy,Hypertension,subClassOf,Medical Disorders,[inferred] Chain-of-Layer: Hypertension is organized under Medical Disorders,accept_direct,,,,,"Hypertension is listed as a subclass of Condition in the preamble, which is a valid subclass of Medical Disorders.",1.0,,,
94,hierarchy,Hypotension,subClassOf,Medical Disorders,[inferred] Chain-of-Layer: Hypotension is organized under Medical Disorders,accept_direct,,,,,"Hypotension is listed as a valid subclass of Condition in the preamble, making the subclass relationship valid.",1.0,,,
95,hierarchy,PbrO2,subClassOf,Optional Monitoring Parameter,[inferred] PbrO2 is a subclass of Optional Monitoring Parameter (deterministic hierarchy checklist).,accept_direct,,,,,"PbrO2 is listed as a subclass of Optional Monitoring Parameter in the preamble, confirming the hierarchy relationship directly.",1.0,,,
96,hierarchy,Microdialysis,subClassOf,Optional Monitoring Parameter,[inferred] Microdialysis is a subclass of Optional Monitoring Parameter (deterministic hierarchy checklist).,accept_direct,,,,,"Microdialysis is listed as a subclass of Optional Monitoring Parameter in the preamble, confirming the hierarchy relationship.",1.0,,,
97,hierarchy,Fluids,subClassOf,Baseline Therapy,[inferred] Fluids is a subclass of Baseline Therapy (deterministic hierarchy checklist).,accept_direct,,,,,"Fluids is listed as a valid subclass of Baseline Therapy in the preamble; thus, the relation is correctly subClassOf.",1.0,,,
98,hierarchy,Secondary Insult,subClassOf,Condition,[inferred] Secondary Insult is a subclass of Condition (deterministic hierarchy checklist).,accept_direct,,,,,Secondary Insult is a valid subclass of Condition as per the preamble; the relationship holds directly.,1.0,,,
99,hierarchy,Brain Injury,subClassOf,Medical Disorders,Head injury is a leading cause of death in young males and survivors have serious and long term morbidity.,accept_direct,,,,,"Brain Injury is listed as a valid subclass of Condition in the preamble; thus, the subclass relationship holds directly.",1.0,,,
100,hierarchy,PbrO2,subClassOf,Monitoring Data,Cerebral perfusion pressure (CPP) monitoring is a good example.,accept_direct,,,,,"PbrO2 is listed as a valid subclass of Monitoring Data in the preamble, confirming the subclass relationship directly.",1.0,,,
